raw	canonical	source	notes
follows	follow	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
looks on	look on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
typed	type	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
chase	chase	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
damaged	damage	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
peeking	peek	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stands out	stand out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
cast on	cast on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
hanging on	hang on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
peeks	peek	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
piled	pile	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
faded	fade	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
setting	set	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
clap	clap	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
mark	mark	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
serves	serve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
crosses	cross	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
dives	dive	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
takes in	take in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
glides	glide	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lets in	let in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lined up	line up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
cross	cross	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
focuses on	focus on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
served	serve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
indicate	indicate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
connecting	connect	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
lowered	lower	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
laughing	laugh	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
laughs	laugh	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stretches along	stretch along	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
embrace	embrace	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lie in	lie in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
leaving	leave	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
claps	clap	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
radiating	radiate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
cascades down	cascade down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
gathers in	gather in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
interacting	interact	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
swimming	swim	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
examining	examine	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
relax	relax	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sits by	sit by	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stand by	stand by	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
casts on	cast on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reflected	reflect	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
support	support	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
chopped	chop	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
fenced	fence	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
marks	mark	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sprints	sprint	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stroll	stroll	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
curving	curve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
placing	place	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
wave	wave	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lifts	lift	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
packed	pack	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
adorn	adorn	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
browse	browse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
catching	catch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
looms	loom	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
work on	work on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
darkened	darken	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
places	place	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
handling	handle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
kicking	kick	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
letting in	let in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
occupies	occupy	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
blooming	bloom	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
cheering	cheer	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
leans on	lean on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
clings to	cling to	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
blending	blend	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
capturing	capture	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
moving through	move through	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
dominate	dominate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
mirrored	mirror	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
prepares	prepare	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
affixed	affix	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sports	sport	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
colored	color	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
spelling	spell	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
walk around	walk around	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
chasing	chase	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
embroidered	embroider	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lean	lean	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
travels along	travel along	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
writing on	write on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
clinging to	cling to	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pushes	push	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sleeps	sleep	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stops	stop	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
towering	tower	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
diffused	diffuse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
discusses	discuss	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
hugs	hug	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
identifying	identify	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
moving in	move in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
organized	organize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
tucked	tuck	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
crowded	crowd	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
describes	describe	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
kicking up	kick up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
lifted	lift	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
receives	receive	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
spreading	spread	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
supports	support	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
cling to	cling to	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
coiled	coil	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
writing	write	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
advertising	advertise	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
aged	age	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
braided	braid	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
hug	hug	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
passing by	pass by	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reveals	reveal	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
grapple	grapple	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
let in	let in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
raise	raise	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
stopped	stop	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
remains	remain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
signs	sign	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
used	use	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
spraying	spray	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
depict	depict	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
built	build	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
conversing	converse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
eats	eat	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
presents	present	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
tackled	tackle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
captures	capture	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rendered	render	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
projected	project	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
drawn in	draw in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
enclosed	enclose	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
grip	grip	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
cutting through	cut through	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
explains	explain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
loom	loom	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
move through	move through	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
opens	open	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
climb	climb	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
crawls	crawl	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
splashing	splash	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
work	work	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
examine	examine	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
