dataset	category_id	label	supercategory	source_version	is_mwe_candidate	mwe_candidate_status	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	target_oewn_lexfiles	matched_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
COCO	38	kite	sports	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	kite	true	4	oewn-03626682-n	noun.artifact	oewn-13403644-n|oewn-13403479-n|oewn-03626682-n|oewn-01611073-n	oewn-13403644-n:noun.possession:kite|oewn-13403479-n:noun.possession:kite|oewn-03626682-n:noun.artifact:kite|oewn-01611073-n:noun.animal:kite			kite	kite	selected_single_label_or_lookup_matched_wordnet_lemma	kite	kite:0	oewn-03971038-n	oewn-03971038-n:noun.artifact	oewn-03971038-n:plaything;toy	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03626682-n	COCO sports category refers to the toy artifact sense.	false	true	wn30_all_zero	oewn-13403644-n:kite%1:21:01:::kite.n.01:0|oewn-13403479-n:kite%1:21:00:::kite.n.02:0|oewn-03626682-n:kite%1:06:00:::kite.n.03:0|oewn-01611073-n:kite%1:05:00:::kite.n.04:0	manual_select	manual_select
COCO	39	baseball bat	sports	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	baseball bat	true	1	oewn-02802334-n	noun.artifact	oewn-02802334-n	oewn-02802334-n:noun.artifact:baseball bat;lumber			baseball bat|lumber	baseball bat	selected_single_label_or_lookup_matched_wordnet_lemma	baseball bat	baseball bat:0	oewn-02809564-n|oewn-02803056-n	oewn-02809564-n:noun.artifact|oewn-02803056-n:noun.artifact	oewn-02809564-n:bat|oewn-02803056-n:baseball equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	40	baseball glove	sports	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	baseball glove	true	1	oewn-02803372-n	noun.artifact	oewn-02803372-n	oewn-02803372-n:noun.artifact:baseball glove;glove;baseball mitt;mitt			baseball glove|glove|baseball mitt|mitt	baseball glove	selected_single_label_or_lookup_matched_wordnet_lemma	baseball glove	baseball glove:0	oewn-02803056-n	oewn-02803056-n:noun.artifact	oewn-02803056-n:baseball equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	41	skateboard	sports	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	skateboard	true	1	oewn-04233049-n	noun.artifact	oewn-04233049-n	oewn-04233049-n:noun.artifact:skateboard			skateboard	skateboard	selected_single_label_or_lookup_matched_wordnet_lemma	skateboard	skateboard:0	oewn-02859743-n|oewn-04583497-n	oewn-02859743-n:noun.artifact|oewn-04583497-n:noun.artifact	oewn-02859743-n:board|oewn-04583497-n:wheeled vehicle	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	42	surfboard	sports	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	surfboard	true	1	oewn-04370646-n	noun.artifact	oewn-04370646-n	oewn-04370646-n:noun.artifact:surfboard			surfboard	surfboard	selected_single_label_or_lookup_matched_wordnet_lemma	surfboard	surfboard:0	oewn-02859743-n	oewn-02859743-n:noun.artifact	oewn-02859743-n:board	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	43	tennis racket	sports	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	tennis racket	true	1	oewn-04416941-n	noun.artifact	oewn-04416941-n	oewn-04416941-n:noun.artifact:tennis racket;tennis racquet			tennis racket|tennis racquet	tennis racket	selected_single_label_or_lookup_matched_wordnet_lemma	tennis racket	tennis racket:1	oewn-04045857-n	oewn-04045857-n:noun.artifact	oewn-04045857-n:racket;racquet	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	44	bottle	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	bottle	true	3	oewn-02879899-n	noun.artifact	oewn-02879899-n|oewn-13787536-n|oewn-02880508-n	oewn-02879899-n:noun.artifact:bottle|oewn-13787536-n:noun.quantity:bottle;bottleful|oewn-02880508-n:noun.artifact:bottle;feeding bottle;nursing bottle			bottle	bottle	selected_single_label_or_lookup_matched_wordnet_lemma	bottle	bottle:28	oewn-04538393-n	oewn-04538393-n:noun.artifact	oewn-04538393-n:vessel	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02879899-n:bottle%1:06:00:::bottle.n.01:28|oewn-13787536-n:bottle%1:23:00:::bottle.n.02:2|oewn-02880508-n:bottle%1:06:01:::bottle.n.03:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	46	wine glass	kitchen	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	joined_variant	wineglass	true	1	oewn-04599402-n	noun.artifact	oewn-04599402-n	oewn-04599402-n:noun.artifact:wineglass			wineglass	wineglass	selected_single_label_or_lookup_matched_wordnet_lemma	wineglass	wineglass:1	oewn-03443167-n	oewn-03443167-n:noun.artifact	oewn-03443167-n:glass;drinking glass	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	47	cup	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	cup	true	8	oewn-03152175-n	noun.artifact	oewn-03152175-n|oewn-13788873-n|oewn-13927671-n|oewn-13640449-n|oewn-12288358-n|oewn-07947104-n|oewn-03152796-n|oewn-03152567-n	oewn-03152175-n:noun.artifact:cup|oewn-13788873-n:noun.quantity:cup;cupful|oewn-13927671-n:noun.shape:cup|oewn-13640449-n:noun.quantity:cup|oewn-12288358-n:noun.plant:cup|oewn-07947104-n:noun.food:cup|oewn-03152796-n:noun.artifact:cup|oewn-03152567-n:noun.artifact:cup;loving cup			cup	cup	selected_single_label_or_lookup_matched_wordnet_lemma	cup	cup:14	oewn-03138189-n|oewn-03099154-n	oewn-03138189-n:noun.artifact|oewn-03099154-n:noun.artifact	oewn-03138189-n:crockery;dishware|oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03152175-n:cup%1:06:00:::cup.n.01:14|oewn-13788873-n:cup%1:23:01:::cup.n.02:7|oewn-13927671-n:cup%1:25:00:::cup.n.03:2|oewn-13640449-n:cup%1:23:02:::cup.n.04:0|oewn-12288358-n:cup%1:20:00:::cup.n.05:0|oewn-07947104-n:cup%1:13:00:::cup.n.06:0|oewn-03152796-n:cup%1:06:02:::cup.n.07:0|oewn-03152567-n:cup%1:06:01:::cup.n.08:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	48	fork	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	fork	true	5	oewn-03388794-n	noun.artifact	oewn-03388794-n|oewn-00389200-n|oewn-13937280-n|oewn-03389013-n|oewn-05605191-n	oewn-03388794-n:noun.artifact:fork|oewn-00389200-n:noun.act:branching;ramification;fork;forking|oewn-13937280-n:noun.shape:fork;crotch|oewn-03389013-n:noun.artifact:fork|oewn-05605191-n:noun.body:crotch;fork			fork	fork	selected_single_label_or_lookup_matched_wordnet_lemma	fork	fork:4	oewn-03158041-n	oewn-03158041-n:noun.artifact	oewn-03158041-n:cutlery;eating utensil	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03388794-n:fork%1:06:00:::fork.n.01:4|oewn-00389200-n:fork%1:04:00:::branching.n.01:2|oewn-13937280-n:fork%1:25:00:::fork.n.03:1|oewn-03389013-n:fork%1:06:02:::fork.n.04:1|oewn-05605191-n:fork%1:08:00:::crotch.n.02:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	49	knife	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	knife	true	3	oewn-03628765-n	noun.artifact	oewn-03628765-n|oewn-03629343-n|oewn-13941420-n	oewn-03628765-n:noun.artifact:knife|oewn-03629343-n:noun.artifact:knife|oewn-13941420-n:noun.shape:tongue;knife			knife	knife	selected_single_label_or_lookup_matched_wordnet_lemma	knife	knife:6	oewn-03269943-n	oewn-03269943-n:noun.artifact	oewn-03269943-n:edge tool	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03628765-n:knife%1:06:00:::knife.n.01:6|oewn-03629343-n:knife%1:06:01:::knife.n.02:5|oewn-13941420-n:knife%1:25:00:::tongue.n.03:1	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	50	spoon	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	spoon	true	3	oewn-04291140-n	noun.artifact	oewn-04291140-n|oewn-13792309-n|oewn-04291479-n	oewn-04291140-n:noun.artifact:spoon|oewn-13792309-n:noun.quantity:spoon;spoonful|oewn-04291479-n:noun.artifact:spoon			spoon	spoon	selected_single_label_or_lookup_matched_wordnet_lemma	spoon	spoon:1	oewn-03158041-n|oewn-03099154-n	oewn-03158041-n:noun.artifact|oewn-03099154-n:noun.artifact	oewn-03158041-n:cutlery;eating utensil|oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04291140-n:spoon%1:06:00:::spoon.n.01:1|oewn-13792309-n:spoon%1:23:00:::spoon.n.02:0|oewn-04291479-n:spoon%1:06:01:::spoon.n.03:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	51	bowl	kitchen	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	bowl	true	9	oewn-02884435-n	noun.artifact	oewn-02884435-n|oewn-13916387-n|oewn-02884182-n|oewn-13787671-n|oewn-04303019-n|oewn-02885542-n|oewn-02884787-n|oewn-02884638-n|oewn-00105229-n	oewn-02884435-n:noun.artifact:bowl|oewn-13916387-n:noun.shape:bowl;trough|oewn-02884182-n:noun.artifact:bowl|oewn-13787671-n:noun.quantity:bowl;bowlful|oewn-04303019-n:noun.artifact:stadium;bowl;arena;sports stadium|oewn-02885542-n:noun.artifact:bowling ball;bowl|oewn-02884787-n:noun.artifact:bowl|oewn-02884638-n:noun.artifact:bowl;pipe bowl|oewn-00105229-n:noun.act:roll;bowl			bowl	bowl	selected_single_label_or_lookup_matched_wordnet_lemma	bowl	bowl:2	oewn-04538393-n	oewn-04538393-n:noun.artifact	oewn-04538393-n:vessel	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02884435-n:bowl%1:06:01:::bowl.n.01:2|oewn-13916387-n:bowl%1:25:00:::bowl.n.02:1|oewn-02884182-n:bowl%1:06:00:::bowl.n.03:1|oewn-13787671-n:bowl%1:23:00:::bowl.n.04:0|oewn-04303019-n:bowl%1:06:03:::stadium.n.01:0|oewn-02885542-n:bowl%1:06:05:::bowling_ball.n.01:0|oewn-02884787-n:bowl%1:06:04:::bowl.n.07:0|oewn-02884638-n:bowl%1:06:02:::bowl.n.08:0|oewn-00105229-n:bowl%1:04:00:::roll.n.15:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	52	banana	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	banana	true	2	oewn-07769568-n	noun.food	oewn-12372804-n|oewn-07769568-n	oewn-12372804-n:noun.plant:banana;banana tree|oewn-07769568-n:noun.food:banana	noun.food	oewn-07769568-n:noun.food:banana	banana	banana	selected_single_label_or_lookup_matched_wordnet_lemma	banana	banana:1	oewn-07721676-n	oewn-07721676-n:noun.food	oewn-07721676-n:edible fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	53	apple	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	apple	true	2	oewn-07755101-n	noun.food	oewn-07755101-n|oewn-12654755-n	oewn-07755101-n:noun.food:apple|oewn-12654755-n:noun.plant:apple;orchard apple tree;Malus pumila	noun.food	oewn-07755101-n:noun.food:apple	apple	apple	selected_single_label_or_lookup_matched_wordnet_lemma	apple	apple:1	oewn-07721676-n|oewn-13159619-n	oewn-07721676-n:noun.food|oewn-13159619-n:noun.plant	oewn-07721676-n:edible fruit|oewn-13159619-n:pome;false fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	54	sandwich	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	sandwich	true	1	oewn-07711710-n	noun.food	oewn-07711710-n	oewn-07711710-n:noun.food:sandwich	noun.food	oewn-07711710-n:noun.food:sandwich	sandwich	sandwich	selected_single_label_or_lookup_matched_wordnet_lemma	sandwich	sandwich:6	oewn-07728127-n	oewn-07728127-n:noun.food	oewn-07728127-n:snack food	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	55	orange	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	orange	true	5	oewn-07763583-n	noun.food	oewn-09402617-n|oewn-07763583-n|oewn-04972356-n|oewn-12729053-n|oewn-15015777-n	oewn-09402617-n:noun.object:Orange;Orange River|oewn-07763583-n:noun.food:orange|oewn-04972356-n:noun.attribute:orange;orangeness|oewn-12729053-n:noun.plant:orange;orange tree|oewn-15015777-n:noun.substance:orange	noun.food	oewn-07763583-n:noun.food:orange	orange	orange	selected_single_label_or_lookup_matched_wordnet_lemma	orange	orange:4	oewn-07763031-n	oewn-07763031-n:noun.food	oewn-07763031-n:citrus;citrus fruit;citrous fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	56	broccoli	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	broccoli	true	2	oewn-07730735-n	noun.food	oewn-11897272-n|oewn-07730735-n	oewn-11897272-n:noun.plant:broccoli;Brassica oleracea italica|oewn-07730735-n:noun.food:broccoli	noun.food	oewn-07730735-n:noun.food:broccoli	broccoli	broccoli	selected_single_label_or_lookup_matched_wordnet_lemma	broccoli	broccoli:0	oewn-07729140-n	oewn-07729140-n:noun.food	oewn-07729140-n:cruciferous vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	57	carrot	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	carrot	true	4	oewn-07746183-n	noun.food	oewn-12958438-n|oewn-12958148-n|oewn-07746183-n|oewn-01222212-n	oewn-12958438-n:noun.plant:carrot|oewn-12958148-n:noun.plant:carrot;cultivated carrot;Daucus carota sativa|oewn-07746183-n:noun.food:carrot|oewn-01222212-n:noun.act:carrot	noun.food	oewn-07746183-n:noun.food:carrot	carrot	carrot	selected_single_label_or_lookup_matched_wordnet_lemma	carrot	carrot:0	oewn-07726028-n	oewn-07726028-n:noun.food	oewn-07726028-n:root vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	58	hot dog	food	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	hot dog	true	3	oewn-07713282-n	noun.food	oewn-10207329-n|oewn-07713282-n|oewn-07692347-n	oewn-10207329-n:noun.person:hotdog;hot dog|oewn-07713282-n:noun.food:hotdog;hot dog;red hot|oewn-07692347-n:noun.food:frank;frankfurter;hotdog;hot dog;dog;wiener;wienerwurst;weenie	noun.food	oewn-07713282-n:noun.food:hotdog;hot dog;red hot|oewn-07692347-n:noun.food:frank;frankfurter;hotdog;hot dog;dog;wiener;wienerwurst;weenie	hotdog|hot dog|red hot	hot dog	selected_by_source_label_surface_after_wn30_all_zero	hotdog|hot dog	hotdog:0|hot dog:0	oewn-07711710-n	oewn-07711710-n:noun.food	oewn-07711710-n:sandwich	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07713282-n	COCO food category refers to the served food on a bun, not the sausage-only sense.	false	true	wn30_all_zero	oewn-07713282-n:hotdog%1:13:02:::hotdog.n.02:0;hot_dog%1:13:02:::hotdog.n.02:0|oewn-07692347-n:hotdog%1:13:01:::frank.n.02:0;hot_dog%1:13:01:::frank.n.02:0	manual_select	manual_select
COCO	59	pizza	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	pizza	true	1	oewn-07889783-n	noun.food	oewn-07889783-n	oewn-07889783-n:noun.food:pizza;pizza pie	noun.food	oewn-07889783-n:noun.food:pizza;pizza pie	pizza|pizza pie	pizza	selected_single_label_or_lookup_matched_wordnet_lemma	pizza	pizza:1	oewn-07572999-n	oewn-07572999-n:noun.food	oewn-07572999-n:dish	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	60	donut	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	donut	true	1	oewn-07654678-n	noun.food	oewn-07654678-n	oewn-07654678-n:noun.food:doughnut;donut;sinker	noun.food	oewn-07654678-n:noun.food:doughnut;donut;sinker	doughnut|donut|sinker	donut	selected_single_label_or_lookup_matched_wordnet_lemma	donut	donut:0	oewn-07654285-n	oewn-07654285-n:noun.food	oewn-07654285-n:friedcake	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	61	cake	food	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	cake	true	3	oewn-07644479-n	noun.food	oewn-02940853-n|oewn-07679644-n|oewn-07644479-n	oewn-02940853-n:noun.artifact:cake;bar|oewn-07679644-n:noun.food:patty;cake|oewn-07644479-n:noun.food:cake	noun.food	oewn-07679644-n:noun.food:patty;cake|oewn-07644479-n:noun.food:cake	cake	cake	selected_single_label_or_lookup_matched_wordnet_lemma	cake	cake:0	oewn-07637670-n	oewn-07637670-n:noun.food	oewn-07637670-n:baked goods	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07644479-n	COCO food category refers to baked cake.	false	true	wn30_all_zero	oewn-07679644-n:cake%1:13:02:::patty.n.01:0|oewn-07644479-n:cake%1:13:00:::cake.n.03:0	manual_select	manual_select
COCO	62	chair	furniture	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	chair	true	5	oewn-03005231-n	noun.artifact	oewn-03005231-n|oewn-00599171-n|oewn-10488547-n|oewn-03275941-n|oewn-03005700-n	oewn-03005231-n:noun.artifact:chair|oewn-00599171-n:noun.act:professorship;chair|oewn-10488547-n:noun.person:president;chair;chairperson|oewn-03275941-n:noun.artifact:electric chair;chair;death chair;hot seat|oewn-03005700-n:noun.artifact:chair			chair	chair	selected_single_label_or_lookup_matched_wordnet_lemma	chair	chair:35	oewn-04169042-n	oewn-04169042-n:noun.artifact	oewn-04169042-n:seat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03005231-n:chair%1:06:00:::chair.n.01:35|oewn-00599171-n:chair%1:04:00:::professorship.n.01:2|oewn-10488547-n:chair%1:18:00:::president.n.04:0|oewn-03275941-n:chair%1:06:01:::electric_chair.n.01:0|oewn-03005700-n:chair%1:06:02:::chair.n.05:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	63	couch	furniture	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	couch	true	3	oewn-04263630-n	noun.artifact	oewn-04263630-n|oewn-03120548-n|oewn-03120413-n	oewn-04263630-n:noun.artifact:sofa;couch;lounge|oewn-03120548-n:noun.artifact:couch|oewn-03120413-n:noun.artifact:couch			sofa|couch|lounge	couch	selected_single_label_or_lookup_matched_wordnet_lemma	couch	couch:5	oewn-04169042-n	oewn-04169042-n:noun.artifact	oewn-04169042-n:seat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04263630-n:couch%1:06:00:::sofa.n.01:5|oewn-03120548-n:couch%1:06:02:::couch.n.02:0|oewn-03120413-n:couch%1:06:01:::couch.n.03:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	64	potted plant	furniture	instances_2017	true	unresolved	oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
COCO	65	bed	furniture	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	bed	true	8	oewn-02821967-n	noun.artifact	oewn-02821967-n|oewn-02822609-n|oewn-09240545-n|oewn-09240774-n|oewn-08676707-n|oewn-03655499-n|oewn-02823016-n|oewn-02822832-n	oewn-02821967-n:noun.artifact:bed|oewn-02822609-n:noun.artifact:bed|oewn-09240545-n:noun.object:bed;bottom|oewn-09240774-n:noun.object:bed|oewn-08676707-n:noun.location:seam;bed|oewn-03655499-n:noun.artifact:layer;bed|oewn-02823016-n:noun.artifact:bed|oewn-02822832-n:noun.artifact:bed			bed	bed	selected_single_label_or_lookup_matched_wordnet_lemma	bed	bed:51	oewn-02825078-n	oewn-02825078-n:noun.artifact	oewn-02825078-n:bedroom furniture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02821967-n:bed%1:06:00:::bed.n.01:51|oewn-02822609-n:bed%1:06:01:::bed.n.02:3|oewn-09240545-n:bed%1:17:00:::bed.n.03:2|oewn-09240774-n:bed%1:17:01:::bed.n.04:0|oewn-08676707-n:bed%1:15:00:::seam.n.03:0|oewn-03655499-n:bed%1:06:04:::layer.n.01:0|oewn-02823016-n:bed%1:06:03:::bed.n.07:0|oewn-02822832-n:bed%1:06:02:::bed.n.08:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	67	dining table	furniture	instances_2017	true	selected	oewn	2025-plus	oewn:2025+	exact	dining table	true	1	oewn-03205892-n	noun.artifact	oewn-03205892-n	oewn-03205892-n:noun.artifact:dining table;board			dining table|board	dining table	selected_single_label_or_lookup_matched_wordnet_lemma	dining table	dining table:1	oewn-04387051-n	oewn-04387051-n:noun.artifact	oewn-04387051-n:table	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	70	toilet	furniture	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	toilet	true	4	oewn-04453410-n	noun.artifact	oewn-04453410-n|oewn-04453655-n|oewn-14499576-n|oewn-00830365-n	oewn-04453410-n:noun.artifact:toilet;lavatory;lav;can;john;privy;bathroom|oewn-04453655-n:noun.artifact:toilet;can;commode;crapper;pot;potty;stool;throne|oewn-14499576-n:noun.state:gutter;sewer;toilet|oewn-00830365-n:noun.act:toilet;toilette			toilet|lavatory|lav|can|john|privy|bathroom	toilet	selected_single_label_or_lookup_matched_wordnet_lemma	toilet	toilet:3	oewn-04112987-n	oewn-04112987-n:noun.artifact	oewn-04112987-n:room	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04453410-n:toilet%1:06:00:::toilet.n.01:3|oewn-04453655-n:toilet%1:06:01:::toilet.n.02:2|oewn-14499576-n:toilet%1:26:00:::gutter.n.02:0|oewn-00830365-n:toilet%1:04:00:::toilet.n.04:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	72	tv	electronic	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	tv	true	2	oewn-04413042-n	noun.artifact	oewn-06287933-n|oewn-04413042-n	oewn-06287933-n:noun.communication:television;telecasting;TV;video|oewn-04413042-n:noun.artifact:television receiver;television;television set;tv;tv set;idiot box;boob tube;telly;goggle box			television receiver|television|television set|tv|tv set|idiot box|boob tube|telly|goggle box	tv	selected_single_label_or_lookup_matched_wordnet_lemma	tv	tv:1	oewn-04067759-n	oewn-04067759-n:noun.artifact	oewn-04067759-n:receiver;receiving system	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04413042-n	COCO electronic category refers to the physical television receiver.	false	true	wn30_unique_max	oewn-06287933-n:tv%1:10:00:::television.n.01:9|oewn-04413042-n:tv%1:06:00:::television_receiver.n.01:1	manual_select	manual_select
COCO	73	laptop	electronic	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	laptop	true	1	oewn-03648120-n	noun.artifact	oewn-03648120-n	oewn-03648120-n:noun.artifact:laptop;laptop computer			laptop|laptop computer	laptop	selected_single_label_or_lookup_matched_wordnet_lemma	laptop	laptop:0	oewn-03991590-n	oewn-03991590-n:noun.artifact	oewn-03991590-n:portable computer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	74	mouse	electronic	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	mouse	true	4	oewn-02332897-n	noun.animal	oewn-02332897-n|oewn-14312889-n|oewn-10355276-n|oewn-03799022-n	oewn-02332897-n:noun.animal:mouse|oewn-14312889-n:noun.state:shiner;black eye;mouse|oewn-10355276-n:noun.person:mouse|oewn-03799022-n:noun.artifact:mouse;computer mouse			mouse	mouse	selected_single_label_or_lookup_matched_wordnet_lemma	mouse	mouse:14	oewn-02332053-n	oewn-02332053-n:noun.animal	oewn-02332053-n:rodent;gnawer	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02332897-n:mouse%1:05:00:::mouse.n.01:14|oewn-14312889-n:mouse%1:26:00:::shiner.n.01:0|oewn-10355276-n:mouse%1:18:00:::mouse.n.03:0|oewn-03799022-n:mouse%1:06:00:::mouse.n.04:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
COCO	75	remote	electronic	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	remote	true	1	oewn-04082075-n	noun.artifact	oewn-04082075-n	oewn-04082075-n:noun.artifact:remote control;remote			remote control|remote	remote	selected_single_label_or_lookup_matched_wordnet_lemma	remote	remote:0	oewn-03187746-n	oewn-03187746-n:noun.artifact	oewn-03187746-n:device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
COCO	76	keyboard	electronic	instances_2017	false	not_mwe	oewn	2025-plus	oewn:2025+	exact	keyboard	true	2	oewn-03619216-n	noun.artifact	oewn-03619216-n|oewn-03619082-n	oewn-03619216-n:noun.artifact:keyboard|oewn-03619082-n:noun.artifact:keyboard			keyboard	keyboard	selected_single_label_or_lookup_matched_wordnet_lemma	keyboard	keyboard:2	oewn-03187746-n	oewn-03187746-n:noun.artifact	oewn-03187746-n:device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03619216-n:keyboard%1:06:01:::keyboard.n.01:2|oewn-03619082-n:keyboard%1:06:00:::keyboard.n.02:0	selected_by_wn30_lemma_count	selected_by_wn30_lemma_count
