dataset	category_id	label	supercategory	source_version	wordnet_source	wordnet_version	wordnet_query	is_multiword	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	target_oewn_lexfiles	matched_oewn_lexfiles	synset_lemmas	sense_counts_available	synset_selection_tag	decision_basis
COCO	63	couch	furniture	instances_2017	oewn	2025	couch	false	true	3			oewn-04263630-n|oewn-03120548-n|oewn-03120413-n	oewn-04263630-n:noun.artifact:sofa;couch;lounge|oewn-03120548-n:noun.artifact:couch|oewn-03120413-n:noun.artifact:couch	noun.artifact	oewn-04263630-n:noun.artifact:sofa;couch;lounge|oewn-03120548-n:noun.artifact:couch|oewn-03120413-n:noun.artifact:couch		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	64	potted plant	furniture	instances_2017	oewn	2025	potted plant	true	false	0					noun.artifact			false	no_oewn_noun_synset	no_oewn_noun_synset
COCO	65	bed	furniture	instances_2017	oewn	2025	bed	false	true	8			oewn-02821967-n|oewn-02822609-n|oewn-09240545-n|oewn-09240774-n|oewn-08676707-n|oewn-03655499-n|oewn-02823016-n|oewn-02822832-n	oewn-02821967-n:noun.artifact:bed|oewn-02822609-n:noun.artifact:bed|oewn-09240545-n:noun.object:bed;bottom|oewn-09240774-n:noun.object:bed|oewn-08676707-n:noun.location:seam;bed|oewn-03655499-n:noun.artifact:layer;bed|oewn-02823016-n:noun.artifact:bed|oewn-02822832-n:noun.artifact:bed	noun.artifact	oewn-02821967-n:noun.artifact:bed|oewn-02822609-n:noun.artifact:bed|oewn-03655499-n:noun.artifact:layer;bed|oewn-02823016-n:noun.artifact:bed|oewn-02822832-n:noun.artifact:bed		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	67	dining table	furniture	instances_2017	oewn	2025	dining table	true	true	1	oewn-03205892-n	noun.artifact	oewn-03205892-n	oewn-03205892-n:noun.artifact:dining table;board	noun.artifact	oewn-03205892-n:noun.artifact:dining table;board	dining table|board	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	70	toilet	furniture	instances_2017	oewn	2025	toilet	false	true	4			oewn-04453410-n|oewn-04453655-n|oewn-14499576-n|oewn-00830365-n	oewn-04453410-n:noun.artifact:toilet;lavatory;lav;can;john;privy;bathroom|oewn-04453655-n:noun.artifact:toilet;can;commode;crapper;pot;potty;stool;throne|oewn-14499576-n:noun.state:gutter;sewer;toilet|oewn-00830365-n:noun.act:toilet;toilette	noun.artifact	oewn-04453410-n:noun.artifact:toilet;lavatory;lav;can;john;privy;bathroom|oewn-04453655-n:noun.artifact:toilet;can;commode;crapper;pot;potty;stool;throne		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	72	tv	electronic	instances_2017	oewn	2025	tv	false	true	2	oewn-04413042-n	noun.artifact	oewn-06287933-n|oewn-04413042-n	oewn-06287933-n:noun.communication:television;telecasting;TV;video|oewn-04413042-n:noun.artifact:television receiver;television;television set;tv;tv set;idiot box;boob tube;telly;goggle box	noun.artifact	oewn-04413042-n:noun.artifact:television receiver;television;television set;tv;tv set;idiot box;boob tube;telly;goggle box	television receiver|television|television set|tv|tv set|idiot box|boob tube|telly|goggle box	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	73	laptop	electronic	instances_2017	oewn	2025	laptop	false	true	1	oewn-03648120-n	noun.artifact	oewn-03648120-n	oewn-03648120-n:noun.artifact:laptop;laptop computer	noun.artifact	oewn-03648120-n:noun.artifact:laptop;laptop computer	laptop|laptop computer	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	74	mouse	electronic	instances_2017	oewn	2025	mouse	false	true	4	oewn-03799022-n	noun.artifact	oewn-02332897-n|oewn-14312889-n|oewn-10355276-n|oewn-03799022-n	oewn-02332897-n:noun.animal:mouse|oewn-14312889-n:noun.state:shiner;black eye;mouse|oewn-10355276-n:noun.person:mouse|oewn-03799022-n:noun.artifact:mouse;computer mouse	noun.artifact	oewn-03799022-n:noun.artifact:mouse;computer mouse	mouse|computer mouse	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	75	remote	electronic	instances_2017	oewn	2025	remote	false	true	1	oewn-04082075-n	noun.artifact	oewn-04082075-n	oewn-04082075-n:noun.artifact:remote control;remote	noun.artifact	oewn-04082075-n:noun.artifact:remote control;remote	remote control|remote	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	76	keyboard	electronic	instances_2017	oewn	2025	keyboard	false	true	2			oewn-03619216-n|oewn-03619082-n	oewn-03619216-n:noun.artifact:keyboard|oewn-03619082-n:noun.artifact:keyboard	noun.artifact	oewn-03619216-n:noun.artifact:keyboard|oewn-03619082-n:noun.artifact:keyboard		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	77	cell phone	electronic	instances_2017	oewn	2025	cell phone	true	false	0					noun.artifact			false	no_oewn_noun_synset	no_oewn_noun_synset
COCO	78	microwave	appliance	instances_2017	oewn	2025	microwave	false	true	2	oewn-03766619-n	noun.artifact	oewn-11502712-n|oewn-03766619-n	oewn-11502712-n:noun.phenomenon:microwave|oewn-03766619-n:noun.artifact:microwave;microwave oven	noun.artifact	oewn-03766619-n:noun.artifact:microwave;microwave oven	microwave|microwave oven	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	79	oven	appliance	instances_2017	oewn	2025	oven	false	true	1	oewn-03868196-n	noun.artifact	oewn-03868196-n	oewn-03868196-n:noun.artifact:oven	noun.artifact	oewn-03868196-n:noun.artifact:oven	oven	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	80	toaster	appliance	instances_2017	oewn	2025	toaster	false	true	2	oewn-04449446-n	noun.artifact	oewn-10733151-n|oewn-04449446-n	oewn-10733151-n:noun.person:toaster;wassailer|oewn-04449446-n:noun.artifact:toaster	noun.artifact	oewn-04449446-n:noun.artifact:toaster	toaster	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	81	sink	appliance	instances_2017	oewn	2025	sink	false	true	4			oewn-04230655-n|oewn-13577118-n|oewn-09458643-n|oewn-03002170-n	oewn-04230655-n:noun.artifact:sink|oewn-13577118-n:noun.process:sink|oewn-09458643-n:noun.object:sinkhole;sink;swallow hole|oewn-03002170-n:noun.artifact:cesspool;cesspit;sink;sump	noun.artifact	oewn-04230655-n:noun.artifact:sink|oewn-03002170-n:noun.artifact:cesspool;cesspit;sink;sump		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	82	refrigerator	appliance	instances_2017	oewn	2025	refrigerator	false	true	1	oewn-04077839-n	noun.artifact	oewn-04077839-n	oewn-04077839-n:noun.artifact:refrigerator;icebox	noun.artifact	oewn-04077839-n:noun.artifact:refrigerator;icebox	refrigerator|icebox	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	84	book	indoor	instances_2017	oewn	2025	book	false	true	10			oewn-06443410-n|oewn-06422547-n|oewn-02873453-n|oewn-06649049-n|oewn-07023062-n|oewn-13425421-n|oewn-07971027-n|oewn-07970797-n|oewn-06406508-n|oewn-02873887-n	oewn-06443410-n:noun.communication:Bible;Christian Bible;Book;Good Book;Holy Scripture;Holy Writ;Scripture;Word of God;Word|oewn-06422547-n:noun.communication:book|oewn-02873453-n:noun.artifact:book;volume|oewn-06649049-n:noun.communication:record;record book;book|oewn-07023062-n:noun.communication:script;book;playscript|oewn-13425421-n:noun.possession:ledger;leger;account book;book of account;book|oewn-07971027-n:noun.group:book|oewn-07970797-n:noun.group:book;rule book|oewn-06406508-n:noun.communication:book|oewn-02873887-n:noun.artifact:book	noun.artifact	oewn-02873453-n:noun.artifact:book;volume|oewn-02873887-n:noun.artifact:book		false	ambiguous_after_coco_supercategory_oewn_lexfile	ambiguous_after_coco_supercategory_oewn_lexfile
COCO	85	clock	indoor	instances_2017	oewn	2025	clock	false	true	1	oewn-03050242-n	noun.artifact	oewn-03050242-n	oewn-03050242-n:noun.artifact:clock	noun.artifact	oewn-03050242-n:noun.artifact:clock	clock	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	86	vase	indoor	instances_2017	oewn	2025	vase	false	true	1	oewn-04529463-n	noun.artifact	oewn-04529463-n	oewn-04529463-n:noun.artifact:vase	noun.artifact	oewn-04529463-n:noun.artifact:vase	vase	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	87	scissors	indoor	instances_2017	oewn	2025	scissors	false	true	3	oewn-04155119-n	noun.artifact	oewn-04155119-n|oewn-00816326-n|oewn-00439665-n	oewn-04155119-n:noun.artifact:scissors;pair of scissors|oewn-00816326-n:noun.act:scissors;scissors hold;scissor hold;scissor grip;scissors grip|oewn-00439665-n:noun.act:scissors	noun.artifact	oewn-04155119-n:noun.artifact:scissors;pair of scissors	scissors|pair of scissors	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
COCO	88	teddy bear	indoor	instances_2017	oewn	2025	teddy bear	true	true	1	oewn-04406517-n	noun.artifact	oewn-04406517-n	oewn-04406517-n:noun.artifact:teddy;teddy bear	noun.artifact	oewn-04406517-n:noun.artifact:teddy;teddy bear	teddy|teddy bear	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	89	hair drier	indoor	instances_2017	oewn	2025	hair drier	true	true	1	oewn-03488399-n	noun.artifact	oewn-03488399-n	oewn-03488399-n:noun.artifact:hand blower;blow dryer;blow drier;hair dryer;hair drier	noun.artifact	oewn-03488399-n:noun.artifact:hand blower;blow dryer;blow drier;hair dryer;hair drier	hand blower|blow dryer|blow drier|hair dryer|hair drier	false	single_oewn_noun_synset	single_oewn_noun_synset
COCO	90	toothbrush	indoor	instances_2017	oewn	2025	toothbrush	false	true	2	oewn-04460427-n	noun.artifact	oewn-04460427-n|oewn-05269921-n	oewn-04460427-n:noun.artifact:toothbrush|oewn-05269921-n:noun.body:soup-strainer;toothbrush	noun.artifact	oewn-04460427-n:noun.artifact:toothbrush	toothbrush	false	selected_by_coco_supercategory_oewn_lexfile	selected_by_coco_supercategory_oewn_lexfile
