selected_oewn_synset	selected_oewn_lexfile	canonical_surface	canonical_label_key	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	google_ngram_candidate_surfaces	google_ngram_candidate_mean_frequencies	source_exact_candidate_lemmas	source_labels	source_label_keys	source_datasets	selected_queries	selected_lookup_cases	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tags	row_count	decision_basis
oewn-00264931-n	noun.act	striping	striping	selected_single_source_or_lookup_matched_synset_lemma	striping	striping:-1	striping	striping:-1	striping	striping	striping	visual_genome	striping	exact	striping	oewn-00264485-n	oewn-00264485-n:noun.act	oewn-00264485-n:marking	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00267489-n	noun.act	ventilation	ventilation	selected_single_source_or_lookup_matched_synset_lemma	ventilation	ventilation:-1	ventilation	ventilation:-1	ventilation	ventilation	ventilation	visual_genome	ventilation	exact	ventilation|airing	oewn-00249844-n	oewn-00249844-n:noun.act	oewn-00249844-n:improvement	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00268366-n	noun.act	maintenance	maintenance	selected_single_source_or_lookup_matched_synset_lemma	maintenance	maintenance:-1	maintenance	maintenance:-1	maintenance	maintenance	maintenance	visual_genome	maintenance	exact	care|maintenance|upkeep	oewn-00267650-n	oewn-00267650-n:noun.act	oewn-00267650-n:repair;fix;fixing;fixture;mend;mending;reparation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00276416-n	noun.act	staining	staining	selected_single_source_or_lookup_matched_synset_lemma	staining	staining:-1	staining	staining:-1	staining	staining	staining	visual_genome	staining	exact	staining	oewn-00276268-n	oewn-00276268-n:noun.act	oewn-00276268-n:dyeing	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00277657-n	noun.act	spotting	spotting	selected_single_source_or_lookup_matched_synset_lemma	spotting	spotting:-1	spotting	spotting:-1	spotting	spotting	spotting	visual_genome	spotting	exact	staining|spotting|maculation	oewn-00277464-n	oewn-00277464-n:noun.act	oewn-00277464-n:soiling;soilure;dirtying	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00282306-n	noun.act	closure	closure	selected_single_source_or_lookup_matched_synset_lemma	closure	closure:-1	closure	closure:-1	closure	closure|closures	closure|closures	visual_genome	closure	exact|morphy	closing|closure	oewn-00281697-n	oewn-00281697-n:noun.act	oewn-00281697-n:approach;approaching;coming	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00282894-n	noun.act	procession	procession	selected_single_source_or_lookup_matched_synset_lemma	procession	procession:-1	procession	procession:-1	procession	procession	procession	visual_genome	procession	exact	progress|progression|procession|advance|advancement|forward motion|onward motion	oewn-00280679-n	oewn-00280679-n:noun.act	oewn-00280679-n:motion;movement;move	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00284945-n	noun.act	promenade	promenade	selected_single_source_or_lookup_matched_synset_lemma	promenade	promenade:-1	promenade	promenade:-1	promenade	promenade	promenade	visual_genome	promenade	exact	amble|promenade|saunter|stroll|perambulation	oewn-00285642-n	oewn-00285642-n:noun.act	oewn-00285642-n:walk	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00286733-n	noun.act	tread	tread	selected_single_source_or_lookup_matched_synset_lemma	tread	tread:-1	tread	tread:-1	tread	tread|treads	tread|treads	visual_genome	tread	exact|morphy	pace|stride|tread	oewn-00286401-n	oewn-00286401-n:noun.act	oewn-00286401-n:step	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00287204-n	noun.act	sidestep	sidestep	selected_single_source_or_lookup_matched_synset_lemma	sidestep	sidestep:-1	sidestep	sidestep:-1		side step	side step	visual_genome	sidestep	joined_variant	sidestep	oewn-00286401-n	oewn-00286401-n:noun.act	oewn-00286401-n:step	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00288844-n	noun.act	dressage	dressage	selected_single_source_or_lookup_matched_synset_lemma	dressage	dressage:-1	dressage	dressage:-1	dressage	dressage	dressage	visual_genome	dressage	exact	dressage	oewn-00451686-n	oewn-00451686-n:noun.act	oewn-00451686-n:equestrian sport	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00290969-n	noun.act	strut	strut	selected_single_source_or_lookup_matched_synset_lemma	strut	strut:-1	strut	strut:-1	strut	strut|struts	strut|struts	visual_genome	strut	exact|morphy	strut|prance|swagger	oewn-00287341-n	oewn-00287341-n:noun.act	oewn-00287341-n:gait	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00291250-n	noun.act	waddle	waddle	selected_single_source_or_lookup_matched_synset_lemma	waddle	waddle:-1	waddle	waddle:-1	waddle	waddle	waddle	visual_genome	waddle	exact	waddle	oewn-00287341-n	oewn-00287341-n:noun.act	oewn-00287341-n:gait	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00294151-n	noun.act	wading	wading	selected_single_source_or_lookup_matched_synset_lemma	wading	wading:-1	wading	wading:-1	wading	wading	wading	visual_genome	wading	exact	wading	oewn-00284412-n	oewn-00284412-n:noun.act	oewn-00284412-n:walk;walking	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00295296-n	noun.act	sprint	sprint	selected_single_source_or_lookup_matched_synset_lemma	sprint	sprint:-1	sprint	sprint:-1	sprint	sprint	sprint	visual_genome	sprint	exact	dash|sprint	oewn-00294760-n	oewn-00294760-n:noun.act	oewn-00294760-n:run;running	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00298358-n	noun.act	crossing	crossing	selected_single_source_or_lookup_matched_synset_lemma	crossing	crossing:-1	crossing	crossing:-1	crossing	crossing|crossings	crossing|crossings	visual_genome	crossing	exact|morphy	crossing	oewn-00296527-n	oewn-00296527-n:noun.act	oewn-00296527-n:travel;traveling;travelling	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00303011-n	noun.act	redeye	redeye	selected_single_source_or_lookup_matched_synset_lemma	redeye	redeye:-1	redeye	redeye:-1	redeye	red eye|red eyes|red-eye|redeye	red eye|red eyes|red-eye|redeye	visual_genome	redeye	joined_variant|morphy|exact	redeye|redeye flight	oewn-00302018-n	oewn-00302018-n:noun.act	oewn-00302018-n:flight	selected_all_immediate_oewn_hypernyms	4	selected_single_source_or_lookup_matched_synset_lemma
oewn-00303220-n	noun.act	flying	flying	selected_single_source_or_lookup_matched_synset_lemma	flying	flying:-1	flying	flying:-1	flying	flying	flying	visual_genome	flying	exact	flight|flying	oewn-00301267-n	oewn-00301267-n:noun.act	oewn-00301267-n:air travel;aviation;air	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00306928-n	noun.act	takeoff	takeoff	selected_single_source_or_lookup_matched_synset_lemma	takeoff	takeoff:-1	takeoff	takeoff:-1	takeoff	takeoff	takeoff	visual_genome	takeoff	exact	takeoff	oewn-00043495-n	oewn-00043495-n:noun.act	oewn-00043495-n:departure;going;going away;leaving	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00308457-n	noun.act	ride	ride	selected_single_source_or_lookup_matched_synset_lemma	ride	ride:-1	ride	ride:-1	ride	ride|rides	ride|rides	visual_genome	ride	exact|morphy	drive|ride	oewn-00307252-n	oewn-00307252-n:noun.act	oewn-00307252-n:journey;journeying	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00309196-n	noun.act	trip	trip	selected_single_source_or_lookup_matched_synset_lemma	trip	trip:-1	trip	trip:-1	trip	trip	trip	visual_genome	trip	exact	trip	oewn-00307252-n	oewn-00307252-n:noun.act	oewn-00307252-n:journey;journeying	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00310732-n	noun.act	safari	safari	selected_single_source_or_lookup_matched_synset_lemma	safari	safari:-1	safari	safari:-1	safari	safari	safari	visual_genome	safari	exact	campaign|hunting expedition|safari	oewn-00310473-n	oewn-00310473-n:noun.act	oewn-00310473-n:expedition	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00311342-n	noun.act	trek	trek	selected_single_source_or_lookup_matched_synset_lemma	trek	trek:-1	trek	trek:-1	trek	trek	trek	visual_genome	trek	exact	trek	oewn-00307252-n	oewn-00307252-n:noun.act	oewn-00307252-n:journey;journeying	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00312354-n	noun.act	on the road	on the road	selected_single_source_or_lookup_matched_synset_lemma	on the road	on the road:-1	on the road	on the road:-1	on the road	on the road	on the road	visual_genome	on the road	exact	on the road|on tour	oewn-00296527-n	oewn-00296527-n:noun.act	oewn-00296527-n:travel;traveling;travelling	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00313758-n	noun.act	cruise	cruise	selected_single_source_or_lookup_matched_synset_lemma	cruise	cruise:-1	cruise	cruise:-1	cruise	cruise	cruise	visual_genome	cruise	exact	cruise|sail	oewn-00313610-n	oewn-00313610-n:noun.act	oewn-00313610-n:ocean trip;voyage	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00315295-n	noun.act	sailing	sailing	selected_single_source_or_lookup_matched_synset_lemma	sailing	sailing:-1	sailing	sailing:-1	sailing	sailing	sailing	visual_genome	sailing	exact	seafaring|navigation|sailing	oewn-00585404-n	oewn-00585404-n:noun.act	oewn-00585404-n:employment;work	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00316216-n	noun.act	boating	boating	selected_single_source_or_lookup_matched_synset_lemma	boating	boating:-1	boating	boating:-1	boating	boating	boating	visual_genome	boating	exact	boating|yachting	oewn-00314473-n	oewn-00314473-n:noun.act	oewn-00314473-n:water travel;seafaring	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00317420-n	noun.act	airlift	airlift	selected_single_source_or_lookup_matched_synset_lemma	airlift	airlift:-1	airlift	airlift:-1		air lift	air lift	visual_genome	airlift	joined_variant	airlift|lift	oewn-00316812-n	oewn-00316812-n:noun.act	oewn-00316812-n:transportation;transport;transfer;transferral;conveyance	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00318033-n	noun.act	delivery	delivery	selected_single_source_or_lookup_matched_synset_lemma	delivery	delivery:-1	delivery	delivery:-1	delivery	delivery	delivery	visual_genome	delivery	exact	delivery|bringing	oewn-00316812-n	oewn-00316812-n:noun.act	oewn-00316812-n:transportation;transport;transfer;transferral;conveyance	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00319561-n	noun.act	carry	carry	selected_single_source_or_lookup_matched_synset_lemma	carry	carry:-1	carry	carry:-1	carry	carry	carry	visual_genome	carry	exact	carry	oewn-00316812-n	oewn-00316812-n:noun.act	oewn-00316812-n:transportation;transport;transfer;transferral;conveyance	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00320765-n	noun.act	chase	chase	selected_single_source_or_lookup_matched_synset_lemma	chase	chase:-1	chase	chase:-1	chase	chase	chase	visual_genome	chase	exact	pursuit|chase|pursual|following	oewn-00280679-n	oewn-00280679-n:noun.act	oewn-00280679-n:motion;movement;move	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00321110-n	noun.act	tracking	tracking	selected_single_source_or_lookup_matched_synset_lemma	tracking	tracking:-1	tracking	tracking:-1	tracking	tracking|trackings	tracking|trackings	visual_genome	tracking	exact|morphy	trailing|tracking	oewn-00320765-n	oewn-00320765-n:noun.act	oewn-00320765-n:pursuit;chase;pursual;following	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00321312-n	noun.act	shadowing	shadowing	selected_single_source_or_lookup_matched_synset_lemma	shadowing	shadowing:-1	shadowing	shadowing:-1	shadowing	shadowing	shadowing	visual_genome	shadowing	exact	shadowing|tailing	oewn-00320765-n	oewn-00320765-n:noun.act	oewn-00320765-n:pursuit;chase;pursual;following	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00328336-n	noun.act	flop	flop	selected_single_source_or_lookup_matched_synset_lemma	flop	flop:-1	flop	flop:-1	flop	flop|flops	flop|flops	visual_genome	flop	exact|morphy	flop|collapse	oewn-00327266-n	oewn-00327266-n:noun.act	oewn-00327266-n:descent	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00328650-n	noun.act	swinging	swinging	selected_single_source_or_lookup_matched_synset_lemma	swinging	swinging:-1	swinging	swinging:-1	swinging	swinging	swinging	visual_genome	swinging	exact	swing|swinging|vacillation	oewn-00280679-n	oewn-00280679-n:noun.act	oewn-00280679-n:motion;movement;move	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00329056-n	noun.act	reentry	reentry	selected_single_source_or_lookup_matched_synset_lemma	reentry	reentry:-1	reentry	reentry:-1		re-entry	re-entry	visual_genome	reentry	joined_variant	reentry	oewn-00328841-n	oewn-00328841-n:noun.act	oewn-00328841-n:return	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00330294-n	noun.act	snowboarding	snowboarding	selected_single_source_or_lookup_matched_synset_lemma	snowboarding	snowboarding:-1	snowboarding	snowboarding:-1	snowboarding	snow boarding|snowboarding	snow boarding|snowboarding	visual_genome	snowboarding	joined_variant|exact	snowboarding	oewn-00329328-n	oewn-00329328-n:noun.act	oewn-00329328-n:slide;glide;coast	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00330645-n	noun.act	overflow	overflow	selected_single_source_or_lookup_matched_synset_lemma	overflow	overflow:-1	overflow	overflow:-1	overflow	overflow	overflow	visual_genome	overflow	exact	flood|overflow|outpouring	oewn-00330053-n	oewn-00330053-n:noun.act	oewn-00330053-n:flow;stream	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00330986-n	noun.act	speeding	speeding	selected_single_source_or_lookup_matched_synset_lemma	speeding	speeding:-1	speeding	speeding:-1	speeding	speeding	speeding	visual_genome	speeding	exact	speed|speeding|hurrying	oewn-00280679-n	oewn-00280679-n:noun.act	oewn-00280679-n:motion;movement;move	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00332776-n	noun.act	movement	movement	selected_single_source_or_lookup_matched_synset_lemma	movement	movement:-1	movement	movement:-1	movement	movement|movements	movement|movements	visual_genome	movement	exact|morphy	motion|movement|move|motility	oewn-00191991-n	oewn-00191991-n:noun.act	oewn-00191991-n:change	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00335335-n	noun.act	gesture	gesture	selected_single_source_or_lookup_matched_synset_lemma	gesture	gesture:-1	gesture	gesture:-1	gesture	gesture|gestures	gesture|gestures	visual_genome	gesture	exact|morphy	gesture	oewn-00332776-n	oewn-00332776-n:noun.act	oewn-00332776-n:motion;movement;move;motility	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00337480-n	noun.act	stoop	stoop	selected_single_source_or_lookup_matched_synset_lemma	stoop	stoop:-1	stoop	stoop:-1	stoop	stoop	stoop	visual_genome	stoop	exact	stoop	oewn-00336210-n	oewn-00336210-n:noun.act	oewn-00336210-n:inclination;inclining	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00337904-n	noun.act	kneeling	kneeling	selected_single_source_or_lookup_matched_synset_lemma	kneeling	kneeling:-1	kneeling	kneeling:-1	kneeling	kneeling	kneeling	visual_genome	kneeling	exact	kneel|kneeling	oewn-00332776-n	oewn-00332776-n:noun.act	oewn-00332776-n:motion;movement;move;motility	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00344075-n	noun.act	twirl	twirl	selected_single_source_or_lookup_matched_synset_lemma	twirl	twirl:-1	twirl	twirl:-1	twirl	twirl	twirl	visual_genome	twirl	exact	spin|twirl|twist|twisting|whirl	oewn-00342854-n	oewn-00342854-n:noun.act	oewn-00342854-n:rotation;rotary motion	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00346752-n	noun.act	vibration	vibration	selected_single_source_or_lookup_matched_synset_lemma	vibration	vibration:-1	vibration	vibration:-1	vibration	vibration	vibration	visual_genome	vibration	exact	vibration|quiver|quivering	oewn-00332776-n	oewn-00332776-n:noun.act	oewn-00332776-n:motion;movement;move;motility	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00347913-n	noun.act	u-turn	u-turn	selected_single_source_or_lookup_matched_synset_lemma	u-turn	u-turn:-1	u-turn	u-turn:-1	u-turn	u-turn	u-turn	visual_genome	u-turn	exact	u-turn	oewn-00347519-n	oewn-00347519-n:noun.act	oewn-00347519-n:reversion;reverse;reversal;turnabout;turnaround	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00348316-n	noun.act	stirring	stirring	selected_single_source_or_lookup_matched_synset_lemma	stirring	stirring:-1	stirring	stirring:-1	stirring	stirring	stirring	visual_genome	stirring	exact	stirring	oewn-00334192-n	oewn-00334192-n:noun.act	oewn-00334192-n:agitation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00352464-n	noun.act	reduction	reduction	selected_single_source_or_lookup_matched_synset_lemma	reduction	reduction:-1	reduction	reduction:-1	reduction	reduction	reduction	visual_genome	reduction	exact	decrease|diminution|reduction|step-down	oewn-00352311-n	oewn-00352311-n:noun.act	oewn-00352311-n:change of magnitude	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00355710-n	noun.act	easement	easement	selected_single_source_or_lookup_matched_synset_lemma	easement	easement:-1	easement	easement:-1	easement	easement	easement	visual_genome	easement	exact	easing|easement|alleviation|relief	oewn-00352464-n	oewn-00352464-n:noun.act	oewn-00352464-n:decrease;diminution;reduction;step-down	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00361068-n	noun.act	shearing	shearing	selected_single_source_or_lookup_matched_synset_lemma	shearing	shearing:-1	shearing	shearing:-1	shearing	shearing	shearing	visual_genome	shearing	exact	shearing	oewn-00360064-n	oewn-00360064-n:noun.act	oewn-00360064-n:cut;cutting;cutting off	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00362929-n	noun.act	discount	discount	selected_single_source_or_lookup_matched_synset_lemma	discount	discount:-1	discount	discount:-1	discount	discount	discount	visual_genome	discount	exact	discount|price reduction|deduction	oewn-00352464-n	oewn-00352464-n:noun.act	oewn-00352464-n:decrease;diminution;reduction;step-down	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00363372-n	noun.act	wilting	wilting	selected_single_source_or_lookup_matched_synset_lemma	wilting	wilting:-1	wilting	wilting:-1	wilting	wilting	wilting	visual_genome	wilting	exact	wilt|wilting	oewn-00363181-n	oewn-00363181-n:noun.act	oewn-00363181-n:weakening	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00367347-n	noun.act	stretching	stretching	selected_single_source_or_lookup_matched_synset_lemma	stretching	stretching:-1	stretching	stretching:-1	stretching	stretching	stretching	visual_genome	stretching	exact	stretching	oewn-00366535-n	oewn-00366535-n:noun.act	oewn-00366535-n:expansion;enlargement	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00369747-n	noun.act	spraying	spraying	selected_single_source_or_lookup_matched_synset_lemma	spraying	spraying:-1	spraying	spraying:-1	spraying	spraying	spraying	visual_genome	spraying	exact	crop-dusting|spraying	oewn-00369400-n	oewn-00369400-n:noun.act	oewn-00369400-n:dispersion;dispersal;dissemination;diffusion	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00377208-n	noun.act	breaking	breaking	selected_single_source_or_lookup_matched_synset_lemma	breaking	breaking:-1	breaking	breaking:-1	breaking	breaking	breaking	visual_genome	breaking	exact	breakage|break|breaking	oewn-00376871-n	oewn-00376871-n:noun.act	oewn-00376871-n:change of integrity	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00378172-n	noun.act	burst	burst	selected_single_source_or_lookup_matched_synset_lemma	burst	burst:-1	burst	burst:-1	burst	burst	burst	visual_genome	burst	exact	explosion|burst	oewn-00376871-n	oewn-00376871-n:noun.act	oewn-00376871-n:change of integrity	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00378877-n	noun.act	burning	burning	selected_single_source_or_lookup_matched_synset_lemma	burning	burning:-1	burning	burning:-1	burning	burning	burning	visual_genome	burning	exact	burning|combustion	oewn-00376871-n	oewn-00376871-n:noun.act	oewn-00376871-n:change of integrity	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00380891-n	noun.act	mixing	mixing	selected_single_source_or_lookup_matched_synset_lemma	mixing	mixing:-1	mixing	mixing:-1	mixing	mixing	mixing	visual_genome	mixing	exact	mix|commixture|admixture|mixture|intermixture|mixing	oewn-00379793-n	oewn-00379793-n:noun.act	oewn-00379793-n:combination;combining;compounding	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00389200-n	noun.act	branching	branching	selected_single_source_or_lookup_matched_synset_lemma	branching	branching:-1	branching	branching:-1	branching	branching	branching	visual_genome	branching	exact	branching|ramification|fork|forking	oewn-00386599-n	oewn-00386599-n:noun.act	oewn-00386599-n:division	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00406449-n	noun.act	flex	flex	selected_single_source_or_lookup_matched_synset_lemma	flex	flex:-1	flex	flex:-1	flex	flex	flex	visual_genome	flex	exact	flex	oewn-00406181-n	oewn-00406181-n:noun.act	oewn-00406181-n:flexion;flexure	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00408356-n	noun.act	activity	activity	selected_single_source_or_lookup_matched_synset_lemma	activity	activity:-1	activity	activity:-1	activity	activity	activity	visual_genome	activity	exact	activity	oewn-00030657-n	oewn-00030657-n:noun.Tops	oewn-00030657-n:act;deed;human action;human activity	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00414252-n	noun.act	custom	custom	selected_single_source_or_lookup_matched_synset_lemma	custom	custom:0	custom	custom:-1	custom	custom	custom	visual_genome	custom	exact	custom|usage|usance	oewn-00411260-n|oewn-01024120-n	oewn-00411260-n:noun.act|oewn-01024120-n:noun.act	oewn-00411260-n:practice;pattern|oewn-01024120-n:survival	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00416689-n	noun.act	path	path	selected_single_source_or_lookup_matched_synset_lemma	path	path:-1	path	path:-1	path	path|paths	path|paths	visual_genome	path	exact|morphy	way|path|way of life	oewn-00039000-n	oewn-00039000-n:noun.act	oewn-00039000-n:course;course of action	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-00418410-n	noun.act	embracing	embracing	selected_single_source_or_lookup_matched_synset_lemma	embracing	embracing:-1	embracing	embracing:-1	embracing	embracing	embracing	visual_genome	embracing	exact	embrace|embracing|embracement	oewn-00814187-n	oewn-00814187-n:noun.act	oewn-00814187-n:clasp;clench;clutch;clutches;grasp;grip;hold	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00419916-n	noun.act	using	using	selected_single_source_or_lookup_matched_synset_lemma	using	using:-1	using	using:-1	using	using	using	visual_genome	using	exact	exploitation|victimization|victimisation|using	oewn-00419038-n	oewn-00419038-n:noun.act	oewn-00419038-n:mistreatment	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00426908-n	noun.act	ribbing	ribbing	selected_single_source_or_lookup_matched_synset_lemma	ribbing	ribbing:-1	ribbing	ribbing:-1	ribbing	ribbing	ribbing	visual_genome	ribbing	exact	tease|teasing|ribbing|tantalization	oewn-00420657-n	oewn-00420657-n:noun.act	oewn-00420657-n:harassment;molestation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00427931-n	noun.act	recreation	recreation	selected_single_source_or_lookup_matched_synset_lemma	recreation	recreation:-1	recreation	recreation:-1	recreation	recreation	recreation	visual_genome	recreation	exact	diversion|recreation	oewn-00408356-n	oewn-00408356-n:noun.act	oewn-00408356-n:activity	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00428856-n	noun.act	bathing	bathing	selected_single_source_or_lookup_matched_synset_lemma	bathing	bathing:-1	bathing	bathing:-1	bathing	bathing	bathing	visual_genome	bathing	exact	bathing	oewn-00427931-n	oewn-00427931-n:noun.act	oewn-00427931-n:diversion;recreation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00428985-n	noun.act	festivity	festivity	selected_single_source_or_lookup_matched_synset_lemma	festivity	festivity:-1	festivity	festivity:-1		festivities	festivities	visual_genome	festivity	morphy	celebration|festivity	oewn-00427931-n	oewn-00427931-n:noun.act	oewn-00427931-n:diversion;recreation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00430033-n	noun.act	entertainment	entertainment	selected_single_source_or_lookup_matched_synset_lemma	entertainment	entertainment:-1	entertainment	entertainment:-1	entertainment	entertainment	entertainment	visual_genome	entertainment	exact	entertainment|amusement	oewn-00427931-n	oewn-00427931-n:noun.act	oewn-00427931-n:diversion;recreation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00430934-n	noun.act	fun	fun	selected_single_source_or_lookup_matched_synset_lemma	fun	fun:-1	fun	fun:-1	fun	fun	fun	visual_genome	fun	exact	fun|merriment|playfulness	oewn-00427931-n	oewn-00427931-n:noun.act	oewn-00427931-n:diversion;recreation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-00432492-n	noun.act	pastime	pastime	selected_single_source_or_lookup_matched_synset_lemma	pastime	pastime:-1	pastime	pastime:-1	pastime	pastime	pastime	visual_genome	pastime	exact	pastime|interest|pursuit	oewn-00427931-n	oewn-00427931-n:noun.act	oewn-00427931-n:diversion;recreation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
