dataset	category_index	label	label_key	source_version	source_url	source_class	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
objects365	69	Towel	towel	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	towel	true	1	oewn-04466597-n	noun.artifact	oewn-04466597-n	oewn-04466597-n:noun.artifact:towel	towel	towel	selected_single_label_or_lookup_matched_wordnet_lemma	towel	towel:6	oewn-03938946-n	oewn-03938946-n:noun.artifact	oewn-03938946-n:piece of cloth;piece of material	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	70	Stuffed Toy	stuffed toy	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	71	Candle	candle	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	candle	true	2	oewn-02951508-n	noun.artifact	oewn-02951508-n|oewn-13663013-n	oewn-02951508-n:noun.artifact:candle;taper;wax light|oewn-13663013-n:noun.quantity:candle;candela;cd;standard candle	candle|taper|wax light	candle	selected_single_label_or_lookup_matched_wordnet_lemma	candle	candle:4	oewn-03641539-n	oewn-03641539-n:noun.artifact	oewn-03641539-n:lamp	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02951508-n:candle%1:06:00:::candle.n.01:4	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	72	Sailboat	sailboat	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	sailboat	true	1	oewn-04135600-n	noun.artifact	oewn-04135600-n	oewn-04135600-n:noun.artifact:sailboat;sailing boat	sailboat|sailing boat	sailboat	selected_single_label_or_lookup_matched_wordnet_lemma	sailboat	sailboat:0	oewn-04135920-n	oewn-04135920-n:noun.artifact	oewn-04135920-n:sailing vessel;sailing ship	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	73	Laptop	laptop	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	laptop	oewn-03648120-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	74	Awning	awning	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	awning	true	1	oewn-02766906-n	noun.artifact	oewn-02766906-n	oewn-02766906-n:noun.artifact:awning;sunshade;sunblind	awning|sunshade|sunblind	awning	selected_single_label_or_lookup_matched_wordnet_lemma	awning	awning:0	oewn-02955279-n	oewn-02955279-n:noun.artifact	oewn-02955279-n:canopy	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	75	Bed	bed	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	bed	oewn-02821967-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	76	Faucet	faucet	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	faucet	true	1	oewn-03330033-n	noun.artifact	oewn-03330033-n	oewn-03330033-n:noun.artifact:faucet;spigot	faucet|spigot	faucet	selected_single_label_or_lookup_matched_wordnet_lemma	faucet	faucet:1	oewn-04079305-n	oewn-04079305-n:noun.artifact	oewn-04079305-n:regulator	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	77	Tent	tent	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tent	true	2	oewn-04418399-n	noun.artifact	oewn-04418399-n|oewn-09479040-n	oewn-04418399-n:noun.artifact:tent;collapsible shelter|oewn-09479040-n:noun.object:tent	tent|collapsible shelter	tent	selected_single_label_or_lookup_matched_wordnet_lemma	tent	tent:17	oewn-04198638-n	oewn-04198638-n:noun.artifact	oewn-04198638-n:shelter	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04418399-n:tent%1:06:00:::tent.n.01:17|oewn-09479040-n:tent%1:17:00:::tent.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	78	Horse	horse	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	horse	oewn-02377103-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	79	Mirror	mirror	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	mirror	true	2	oewn-03778568-n	noun.artifact	oewn-03778568-n|oewn-05775242-n	oewn-03778568-n:noun.artifact:mirror|oewn-05775242-n:noun.cognition:mirror	mirror	mirror	selected_single_label_or_lookup_matched_wordnet_lemma	mirror	mirror:8	oewn-04076388-n	oewn-04076388-n:noun.artifact	oewn-04076388-n:reflector	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03778568-n:mirror%1:06:00:::mirror.n.01:8	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	80	Power outlet	power outlet	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	81	Sink	sink	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	sink	oewn-04230655-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	82	Apple	apple	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	apple	oewn-07755101-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	83	Air Conditioner	air conditioner	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	air conditioner	true	2	oewn-04047719-n	noun.artifact	oewn-04047719-n|oewn-02689238-n	oewn-04047719-n:noun.artifact:air conditioner;A/C;air-conditioner|oewn-02689238-n:noun.artifact:air conditioner;air conditioning	air conditioner|A/C|air-conditioner		ambiguous_wn30_mapping_missing	air conditioner|air-conditioner	air conditioner:-1|air-conditioner:-1	oewn-02732781-n	oewn-02732781-n:noun.artifact	oewn-02732781-n:appliance	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04047719-n	user-approved ambiguous decision: appliance artifact sense	false	true	wn30_all_zero	oewn-04047719-n:wn30_missing|oewn-02689238-n:air_conditioner%1:06:00:::air_conditioner.n.01:0	manual_select	manual_select
objects365	84	Knife	knife	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	knife	oewn-03628765-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	85	Hockey Stick	hockey stick	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	hockey stick	true	1	oewn-03529313-n	noun.artifact	oewn-03529313-n	oewn-03529313-n:noun.artifact:hockey stick	hockey stick	hockey stick	selected_single_label_or_lookup_matched_wordnet_lemma	hockey stick	hockey stick:0	oewn-04325269-n	oewn-04325269-n:noun.artifact	oewn-04325269-n:stick	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	86	Paddle	paddle	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	paddle	true	4	oewn-03879526-n	noun.artifact	oewn-03879526-n|oewn-03879377-n|oewn-03879252-n|oewn-03879094-n	oewn-03879526-n:noun.artifact:paddle|oewn-03879377-n:noun.artifact:paddle|oewn-03879252-n:noun.artifact:paddle|oewn-03879094-n:noun.artifact:paddle;boat paddle	paddle	paddle	selected_single_label_or_lookup_matched_wordnet_lemma	paddle	paddle:0	oewn-02809564-n	oewn-02809564-n:noun.artifact	oewn-02809564-n:bat	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03879526-n	user-approved first-allowed-candidate decision: first artifact candidate	false	true	wn30_all_zero	oewn-03879526-n:paddle%1:06:03:::paddle.n.01:0|oewn-03879377-n:paddle%1:06:02:::paddle.n.02:0|oewn-03879252-n:paddle%1:06:01:::paddle.n.03:0|oewn-03879094-n:paddle%1:06:00:::paddle.n.04:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	87	Pickup Truck	pickup truck	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	pickup truck	true	1	oewn-03936868-n	noun.artifact	oewn-03936868-n	oewn-03936868-n:noun.artifact:pickup;pickup truck	pickup|pickup truck	pickup truck	selected_single_label_or_lookup_matched_wordnet_lemma	pickup truck	pickup truck:0	oewn-04497386-n	oewn-04497386-n:noun.artifact	oewn-04497386-n:truck;motortruck	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	88	Fork	fork	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	fork	oewn-03388794-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	89	Traffic Sign	traffic sign	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	90	Ballon	ballon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	91	Tripod	tripod	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tripod	true	1	oewn-04492338-n	noun.artifact	oewn-04492338-n	oewn-04492338-n:noun.artifact:tripod	tripod	tripod	selected_single_label_or_lookup_matched_wordnet_lemma	tripod	tripod:1	oewn-04044916-n	oewn-04044916-n:noun.artifact	oewn-04044916-n:rack;stand	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	92	Dog	dog	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	dog	oewn-02086723-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	93	Spoon	spoon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	spoon	oewn-04291140-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	94	Clock	clock	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	clock	oewn-03050242-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	95	Pot	pot	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pot	true	9	oewn-03996832-n	noun.artifact	oewn-03996832-n|oewn-04453655-n|oewn-13791173-n|oewn-03997420-n|oewn-13796604-n|oewn-13364789-n|oewn-05563704-n|oewn-03998004-n|oewn-03997192-n	oewn-03996832-n:noun.artifact:pot|oewn-04453655-n:noun.artifact:toilet;can;commode;crapper;pot;potty;stool;throne|oewn-13791173-n:noun.quantity:pot;potful|oewn-03997420-n:noun.artifact:pot;flowerpot|oewn-13796604-n:noun.quantity:batch;deal;flock;good deal;great deal;hatful;heap;lot;mass;mess;mickle;mint;mountain;muckle;passel;peck;pile;plenty;pot;quite a little;raft;sight;slew;spate;stack;tidy sum;wad|oewn-13364789-n:noun.possession:pot;jackpot;kitty|oewn-05563704-n:noun.body:pot;potbelly;bay window;corporation;tummy|oewn-03998004-n:noun.artifact:potentiometer;pot|oewn-03997192-n:noun.artifact:pot;grass;green goddess;dope;weed;gage;sess;sens;smoke;skunk;locoweed;Mary Jane	pot	pot	selected_single_label_or_lookup_matched_wordnet_lemma	pot	pot:6	oewn-03106637-n|oewn-04538393-n	oewn-03106637-n:noun.artifact|oewn-04538393-n:noun.artifact	oewn-03106637-n:cooking utensil;cookware|oewn-04538393-n:vessel	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03996832-n:pot%1:06:00:::pot.n.01:6|oewn-04453655-n:pot%1:06:01:::toilet.n.02:5|oewn-03997420-n:pot%1:06:04:::pot.n.04:1|oewn-13364789-n:pot%1:21:00:::pot.n.06:0|oewn-05563704-n:pot%1:08:00:::pot.n.07:0|oewn-03998004-n:pot%1:06:02:::potentiometer.n.02:0|oewn-03997192-n:pot%1:06:03:::pot.n.09:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	96	Cow	cow	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	cow	oewn-02406106-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	97	Cake	cake	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	cake	oewn-07644479-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	98	Dinning Table	dinning table	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	99	Sheep	sheep	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	sheep	oewn-02414351-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	100	Hanger	hanger	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	hanger	true	2	oewn-03495985-n	noun.artifact	oewn-10179027-n|oewn-03495985-n	oewn-10179027-n:noun.person:hanger|oewn-03495985-n:noun.artifact:hanger	hanger	hanger	selected_single_label_or_lookup_matched_wordnet_lemma	hanger	hanger:0	oewn-04366676-n	oewn-04366676-n:noun.artifact	oewn-04366676-n:support	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03495985-n	user-approved ambiguous decision: clothes hanger artifact sense	false	true	wn30_all_zero	oewn-10179027-n:hanger%1:18:00:::hanger.n.01:0|oewn-03495985-n:hanger%1:06:00:::hanger.n.02:0	manual_select	manual_select
objects365	101	Blackboard/Whiteboard	blackboard/whiteboard	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	102	Napkin	napkin	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	napkin	true	2	oewn-03813077-n	noun.artifact	oewn-03813077-n|oewn-03193215-n	oewn-03813077-n:noun.artifact:napkin;table napkin;serviette|oewn-03193215-n:noun.artifact:diaper;nappy;napkin	napkin|table napkin|serviette	napkin	selected_single_label_or_lookup_matched_wordnet_lemma	napkin	napkin:0	oewn-04387704-n	oewn-04387704-n:noun.artifact	oewn-04387704-n:table linen;napery	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03813077-n	user-approved ambiguous decision: table napkin artifact sense	false	true	wn30_all_zero	oewn-03813077-n:napkin%1:06:00:::napkin.n.01:0|oewn-03193215-n:napkin%1:06:01:::diaper.n.01:0	manual_select	manual_select
objects365	103	Other Fish	other fish	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	104	Orange/Tangerine	orange/tangerine	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	105	Toiletry	toiletry	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	toiletry	true	1	oewn-04454577-n	noun.artifact	oewn-04454577-n	oewn-04454577-n:noun.artifact:toiletry;toilet articles	toiletry|toilet articles	toiletry	selected_single_label_or_lookup_matched_wordnet_lemma	toiletry	toiletry:0	oewn-03580409-n	oewn-03580409-n:noun.artifact	oewn-03580409-n:instrumentality;instrumentation;means	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	106	Keyboard	keyboard	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	keyboard	oewn-03619216-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	107	Tomato	tomato	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tomato	true	2	oewn-07749993-n	noun.food	oewn-07749993-n|oewn-12926577-n	oewn-07749993-n:noun.food:tomato|oewn-12926577-n:noun.plant:tomato;love apple;tomato plant;Lycopersicon esculentum	tomato	tomato	selected_single_label_or_lookup_matched_wordnet_lemma	tomato	tomato:2	oewn-07725752-n	oewn-07725752-n:noun.food	oewn-07725752-n:solanaceous vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07749993-n:tomato%1:13:00:::tomato.n.01:2|oewn-12926577-n:tomato%1:20:00:::tomato.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	108	Lantern	lantern	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	lantern	true	1	oewn-03646302-n	noun.artifact	oewn-03646302-n	oewn-03646302-n:noun.artifact:lantern	lantern	lantern	selected_single_label_or_lookup_matched_wordnet_lemma	lantern	lantern:4	oewn-03641539-n	oewn-03641539-n:noun.artifact	oewn-03641539-n:lamp	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	109	Machinery Vehicle	machinery vehicle	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
