dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	lvis_synset_matched_oewn_synsets	synset_selection_tag	decision_basis
lvis	221	cash register	cash register	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cash_register	cash_register.n.01	cash_register|register_(for_cash_transactions)	a cashbox with an adding machine to register transactions	c	6	7	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cash register	true	1	oewn-02980897-n	noun.artifact	oewn-02980897-n	oewn-02980897-n:noun.artifact:cash register;register	cash register|register	oewn-02980398-n	oewn-02980398-n:noun.artifact	oewn-02980398-n:cashbox;money box;till	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	222	casserole	casserole	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	casserole	casserole.n.01	casserole	food cooked and served in a casserole	r	4	10	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	casserole	true	2	oewn-07595924-n	noun.food	oewn-07595924-n|oewn-02982212-n	oewn-07595924-n:noun.food:casserole|oewn-02982212-n:noun.artifact:casserole	casserole	oewn-07572999-n	oewn-07572999-n:noun.food	oewn-07572999-n:dish	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07595924-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	223	cassette	cassette	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cassette	cassette.n.01	cassette	a container that holds a magnetic tape used for recording or playing sound or video	r	1	3	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cassette	true	1	oewn-02982340-n	noun.artifact	oewn-02982340-n	oewn-02982340-n:noun.artifact:cassette	cassette	oewn-03099154-n	oewn-03099154-n:noun.artifact	oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	224	cast	cast	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cast	cast.n.05	cast|plaster_cast|plaster_bandage	bandage consisting of a firm covering that immobilizes broken bones while they heal	c	2	4	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cast	true	9	oewn-02983295-n	noun.artifact	oewn-08254784-n|oewn-03784903-n|oewn-13936581-n|oewn-04684871-n|oewn-02983295-n|oewn-02983121-n|oewn-01248360-n|oewn-00455648-n|oewn-00106299-n	oewn-08254784-n:noun.group:cast;cast of characters;dramatis personae|oewn-03784903-n:noun.artifact:mold;mould;cast|oewn-13936581-n:noun.shape:cast;mold;mould;stamp|oewn-04684871-n:noun.attribute:form;shape;cast|oewn-02983295-n:noun.artifact:cast;plaster cast;plaster bandage|oewn-02983121-n:noun.artifact:cast;casting|oewn-01248360-n:noun.act:cast;roll|oewn-00455648-n:noun.act:casting;cast|oewn-00106299-n:noun.act:hurl;cast	cast|plaster cast|plaster bandage	oewn-02788671-n	oewn-02788671-n:noun.artifact	oewn-02788671-n:bandage;patch	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02983295-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	225	cat	cat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cat	cat.n.01	cat	a domestic house cat	f	376	482	false	not_mwe	duplicate_existing_label_key	true	COCO	cat	oewn-02124272-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	226	cauliflower	cauliflower	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cauliflower	cauliflower.n.02	cauliflower	edible compact head of white undeveloped flowers	f	20	97	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cauliflower	true	2	oewn-07730848-n	noun.food	oewn-11897103-n|oewn-07730848-n	oewn-11897103-n:noun.plant:cauliflower;Brassica oleracea botrytis|oewn-07730848-n:noun.food:cauliflower	cauliflower	oewn-07729140-n	oewn-07729140-n:noun.food	oewn-07729140-n:cruciferous vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07730848-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	227	cayenne (spice)	cayenne (spice)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cayenne_(spice)	cayenne.n.02	cayenne_(spice)|cayenne_pepper_(spice)|red_pepper_(spice)	ground pods and seeds of pungent red peppers of the genus Capsicum	c	3	22	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	228	CD player	cd player	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	CD_player	cd_player.n.01	CD_player	electronic equipment for playing compact discs (CDs)	c	5	9	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cd player	true	1	oewn-02991759-n	noun.artifact	oewn-02991759-n	oewn-02991759-n:noun.artifact:CD player	CD player	oewn-03283159-n	oewn-03283159-n:noun.artifact	oewn-03283159-n:electronic equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	229	celery	celery	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	celery	celery.n.01	celery	widely cultivated herb with aromatic leaf stalks that are eaten raw or cooked	f	21	277	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	celery	true	2	oewn-12954163-n	noun.plant	oewn-12954163-n|oewn-07746382-n	oewn-12954163-n:noun.plant:celery;cultivated celery;Apium graveolens dulce|oewn-07746382-n:noun.food:celery	celery|cultivated celery|Apium graveolens dulce	oewn-12226211-n	oewn-12226211-n:noun.plant	oewn-12226211-n:herb;herbaceous plant	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-12954163-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	230	cellular telephone	cellular telephone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cellular_telephone	cellular_telephone.n.01	cellular_telephone|cellular_phone|cellphone|mobile_phone|smart_phone	a hand-held mobile telephone	f	385	575	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cellular telephone	true	1	oewn-02995984-n	noun.artifact	oewn-02995984-n	oewn-02995984-n:noun.artifact:cellular telephone;cellular phone;cellphone;cell;mobile phone	cellular telephone|cellular phone|cellphone|cell|mobile phone	oewn-04051578-n	oewn-04051578-n:noun.artifact	oewn-04051578-n:radiotelephone;radiophone;wireless telephone	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	231	chain mail	chain mail	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chain_mail	chain_mail.n.01	chain_mail|ring_mail|chain_armor|chain_armour|ring_armor|ring_armour	(Middle Ages) flexible armor made of interlinked metal rings	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chain mail	true	1	oewn-03003851-n	noun.artifact	oewn-03003851-n	oewn-03003851-n:noun.artifact:chain mail;ring mail;mail;chain armor;chain armour;ring armor;ring armour	chain mail|ring mail|mail|chain armor|chain armour|ring armor|ring armour	oewn-02865388-n	oewn-02865388-n:noun.artifact	oewn-02865388-n:body armor;body armour;suit of armor;suit of armour;coat of mail;cataphract	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	232	chair	chair	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chair	chair.n.01	chair	a seat for one person, with a support for the back	f	392	2368	false	not_mwe	duplicate_existing_label_key	true	COCO	chair	oewn-03005231-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	233	chaise longue	chaise longue	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chaise_longue	chaise_longue.n.01	chaise_longue|chaise|daybed	a long chair; for reclining	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chaise longue	true	1	oewn-03006315-n	noun.artifact	oewn-03006315-n	oewn-03006315-n:noun.artifact:chaise longue;chaise;daybed	chaise longue|chaise|daybed	oewn-03005231-n	oewn-03005231-n:noun.artifact	oewn-03005231-n:chair	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	234	chalice	chalice	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chalice	chalice.n.01	chalice	a bowl-shaped drinking vessel; especially the Eucharistic cup	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chalice	true	1	oewn-03006552-n	noun.artifact	oewn-03006552-n	oewn-03006552-n:noun.artifact:chalice;goblet	chalice|goblet	oewn-03152175-n	oewn-03152175-n:noun.artifact	oewn-03152175-n:cup	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	235	chandelier	chandelier	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chandelier	chandelier.n.01	chandelier	branched lighting fixture; often ornate; hangs from the ceiling	f	48	66	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chandelier	true	1	oewn-03008889-n	noun.artifact	oewn-03008889-n	oewn-03008889-n:noun.artifact:chandelier;pendant;pendent	chandelier|pendant|pendent	oewn-03672706-n	oewn-03672706-n:noun.artifact	oewn-03672706-n:lighting fixture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	236	chap	chap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chap	chap.n.04	chap	leather leggings without a seat; worn over trousers by cowboys to protect their legs	r	2	2	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chap	true	4	oewn-03010507-n	noun.artifact	oewn-09927483-n|oewn-13930286-n|oewn-09264835-n|oewn-03010507-n	oewn-09927483-n:noun.person:chap;fellow;feller;fella;lad;gent;blighter;cuss;bloke|oewn-13930286-n:noun.shape:crevice;cranny;crack;fissure;chap|oewn-09264835-n:noun.object:chap|oewn-03010507-n:noun.artifact:chap	chap	oewn-03660398-n	oewn-03660398-n:noun.artifact	oewn-03660398-n:legging;leging;leg covering	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03010507-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	237	checkbook	checkbook	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	checkbook	checkbook.n.01	checkbook|chequebook	a book issued to holders of checking accounts	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	checkbook	true	1	oewn-13435483-n	noun.possession	oewn-13435483-n	oewn-13435483-n:noun.possession:checkbook;chequebook	checkbook|chequebook	oewn-13424816-n	oewn-13424816-n:noun.possession	oewn-13424816-n:record	selected_all_immediate_oewn_hypernyms	conditional	manual_override	select:oewn-13435483-n	user-approved LVIS ambiguous decision	false	true				manual_select	manual_select
lvis	238	checkerboard	checkerboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	checkerboard	checkerboard.n.01	checkerboard	a board having 64 squares of two alternating colors	r	1	1	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	checkerboard	true	1	oewn-03015175-n	noun.artifact	oewn-03015175-n	oewn-03015175-n:noun.artifact:checkerboard;checker board;chequerboard	checkerboard|checker board|chequerboard	oewn-02860303-n	oewn-02860303-n:noun.artifact	oewn-02860303-n:board;gameboard	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	239	cherry	cherry	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cherry	cherry.n.03	cherry	a red fruit with a single hard stone	c	18	206	false	not_mwe	duplicate_existing_label_key	true	objects365	Cherry	oewn-07773108-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	240	chessboard	chessboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chessboard	chessboard.n.01	chessboard	a checkerboard used to play chess	r	1	2	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chessboard	true	1	oewn-03017971-n	noun.artifact	oewn-03017971-n	oewn-03017971-n:noun.artifact:chessboard;chess board	chessboard|chess board	oewn-03015175-n	oewn-03015175-n:noun.artifact	oewn-03015175-n:checkerboard;checker board;chequerboard	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	241	chicken (animal)	chicken (animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chicken_(animal)	chicken.n.02	chicken_(animal)	a domestic fowl bred for flesh or eggs	c	6	16	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	242	chickpea	chickpea	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chickpea	chickpea.n.01	chickpea|garbanzo	the seed of the chickpea plant; usually dried	c	2	30	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chickpea	true	3	oewn-12536430-n	noun.plant	oewn-12536430-n|oewn-12536216-n|oewn-07742071-n	oewn-12536430-n:noun.plant:chickpea;garbanzo|oewn-12536216-n:noun.plant:chickpea;chickpea plant;Egyptian pea;Cicer arietinum|oewn-07742071-n:noun.food:chickpea;garbanzo	chickpea|garbanzo	oewn-11768471-n	oewn-11768471-n:noun.plant	oewn-11768471-n:legume	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-12536430-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	243	chili (vegetable)	chili (vegetable)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chili_(vegetable)	chili.n.02	chili_(vegetable)|chili_pepper_(vegetable)|chilli_(vegetable)|chilly_(vegetable)|chile_(vegetable)	very hot and finely tapering pepper of special pungency	c	3	8	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	244	chime	chime	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chime	chime.n.01	chime|gong	an instrument consisting of a set of bells that are struck with a hammer	r	0	0	false	not_mwe	duplicate_existing_label_key	true	openimages	Chime	oewn-03020822-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	245	chinaware	chinaware	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chinaware	chinaware.n.01	chinaware	dishware made of high quality porcelain	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chinaware	true	1	oewn-03022147-n	noun.artifact	oewn-03022147-n	oewn-03022147-n:noun.artifact:chinaware;china	chinaware|china	oewn-03138189-n	oewn-03138189-n:noun.artifact	oewn-03138189-n:crockery;dishware	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	246	crisp (potato chip)	crisp (potato chip)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	crisp_(potato_chip)	chip.n.04	crisp_(potato_chip)|potato_chip	a thin crisp slice of potato fried in deep fat	c	8	101	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	247	poker chip	poker chip	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	poker_chip	chip.n.06	poker_chip	a small disk-shaped counter used to represent money when gambling	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	poker chip	true	1	oewn-03024099-n	noun.artifact	oewn-03024099-n	oewn-03024099-n:noun.artifact:chip;poker chip	chip|poker chip	oewn-03121850-n	oewn-03121850-n:noun.artifact	oewn-03121850-n:counter	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	248	chocolate bar	chocolate bar	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_bar	chocolate_bar.n.01	chocolate_bar	a bar of chocolate candy	c	3	17	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chocolate bar	true	1	oewn-07619120-n	noun.food	oewn-07619120-n	oewn-07619120-n:noun.food:chocolate bar	chocolate bar	oewn-07618025-n	oewn-07618025-n:noun.food	oewn-07618025-n:chocolate candy	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	249	chocolate cake	chocolate cake	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_cake	chocolate_cake.n.01	chocolate_cake	cake containing chocolate	c	5	6	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chocolate cake	true	1	oewn-07645903-n	noun.food	oewn-07645903-n	oewn-07645903-n:noun.food:chocolate cake	chocolate cake	oewn-07644479-n	oewn-07644479-n:noun.food	oewn-07644479-n:cake	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	250	chocolate milk	chocolate milk	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_milk	chocolate_milk.n.01	chocolate_milk	milk flavored with chocolate syrup	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chocolate milk	true	1	oewn-07937600-n	noun.food	oewn-07937600-n	oewn-07937600-n:noun.food:chocolate milk	chocolate milk	oewn-07860018-n	oewn-07860018-n:noun.food	oewn-07860018-n:milk	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	251	chocolate mousse	chocolate mousse	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_mousse	chocolate_mousse.n.01	chocolate_mousse	dessert mousse made with chocolate	r	1	1	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chocolate mousse	true	1	oewn-07633220-n	noun.food	oewn-07633220-n	oewn-07633220-n:noun.food:chocolate mousse	chocolate mousse	oewn-07627600-n	oewn-07627600-n:noun.food	oewn-07627600-n:mousse	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	252	choker	choker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	choker	choker.n.03	choker|collar|neckband	shirt collar, animal collar, or tight-fitting necklace	f	161	241	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	choker	true	4	oewn-03028565-n	noun.artifact	oewn-10140903-n|oewn-09939357-n|oewn-03028565-n|oewn-03028429-n	oewn-10140903-n:noun.person:garroter;garrotter;strangler;throttler;choker|oewn-09939357-n:noun.person:choker|oewn-03028565-n:noun.artifact:choker;collar;dog collar;neckband|oewn-03028429-n:noun.artifact:choker;ruff;ruffle;neck ruff	choker|collar|dog collar|neckband	oewn-03820446-n	oewn-03820446-n:noun.artifact	oewn-03820446-n:necklace	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-03028565-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	253	chopping board	chopping board	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chopping_board	chopping_board.n.01	chopping_board|cutting_board|chopping_block	a wooden board where meats or vegetables can be cut	f	122	150	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	chopping board	true	1	oewn-03029196-n	noun.artifact	oewn-03029196-n	oewn-03029196-n:noun.artifact:chopping board;cutting board	chopping board|cutting board	oewn-02859743-n	oewn-02859743-n:noun.artifact	oewn-02859743-n:board	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	254	chopstick	chopstick	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chopstick	chopstick.n.01	chopstick	one of a pair of slender sticks used as oriental tableware to eat food with	f	32	90	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chopstick	true	1	oewn-03029438-n	noun.artifact	oewn-03029438-n	oewn-03029438-n:noun.artifact:chopstick	chopstick	oewn-04389081-n	oewn-04389081-n:noun.artifact	oewn-04389081-n:tableware	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	255	Christmas tree	christmas tree	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	Christmas_tree	christmas_tree.n.05	Christmas_tree	an ornamented evergreen used as a Christmas decoration	f	53	72	true	duplicate_existing_label_key	duplicate_existing_label_key	true	openimages	Christmas tree	oewn-03030309-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	256	slide	slide	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	slide	chute.n.02	slide	sloping channel through which things can descend	c	19	30	false	not_mwe	duplicate_existing_label_key	true	objects365	Slide	oewn-04245030-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	257	cider	cider	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cider	cider.n.01	cider|cyder	a beverage made from juice pressed from apples	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cider	true	1	oewn-07937695-n	noun.food	oewn-07937695-n	oewn-07937695-n:noun.food:cider;cyder	cider|cyder	oewn-07897775-n	oewn-07897775-n:noun.food	oewn-07897775-n:beverage;drink;drinkable;potable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	258	cigar box	cigar box	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigar_box	cigar_box.n.01	cigar_box	a box for holding cigars	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cigar box	true	1	oewn-03034338-n	noun.artifact	oewn-03034338-n	oewn-03034338-n:noun.artifact:cigar box	cigar box	oewn-02886585-n	oewn-02886585-n:noun.artifact	oewn-02886585-n:box	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	259	cigarette	cigarette	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigarette	cigarette.n.01	cigarette	finely ground tobacco wrapped in paper; for smoking	f	38	51	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cigarette	true	1	oewn-03034648-n	noun.artifact	oewn-03034648-n	oewn-03034648-n:noun.artifact:cigarette;cigaret;coffin nail;butt;fag	cigarette|cigaret|coffin nail|butt|fag	oewn-04110585-n	oewn-04110585-n:noun.artifact	oewn-04110585-n:roll of tobacco;smoke	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	260	cigarette case	cigarette case	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigarette_case	cigarette_case.n.01	cigarette_case|cigarette_pack	a small flat case for holding cigarettes	c	4	6	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cigarette case	true	1	oewn-03034997-n	noun.artifact	oewn-03034997-n	oewn-03034997-n:noun.artifact:cigarette case	cigarette case	oewn-02978156-n	oewn-02978156-n:noun.artifact	oewn-02978156-n:case	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
