dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count
lvis	193	can opener	can opener	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	can_opener	can_opener.n.01	can_opener|tin_opener	a device for cutting cans open	c	4	4
lvis	194	candle	candle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	candle	candle.n.01	candle|candlestick	stick of wax with a wick in the middle	f	203	616
lvis	195	candle holder	candle holder	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	candle_holder	candlestick.n.01	candle_holder	a holder with sockets for candles	f	31	67
lvis	196	candy bar	candy bar	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	candy_bar	candy_bar.n.01	candy_bar	a candy shaped as a bar	r	2	7
lvis	197	candy cane	candy cane	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	candy_cane	candy_cane.n.01	candy_cane	a hard candy in the shape of a rod (usually with stripes)	c	2	3
lvis	198	walking cane	walking cane	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	walking_cane	cane.n.01	walking_cane	a stick that people can lean on to help them walk	c	16	20
lvis	199	canister	canister	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	canister	canister.n.02	canister|cannister	metal container for storing dry foods such as tea or flour	c	7	25
lvis	200	canoe	canoe	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	canoe	canoe.n.01	canoe	small and light boat; pointed at both ends; propelled with a paddle	c	12	17
lvis	201	cantaloup	cantaloup	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cantaloup	cantaloup.n.02	cantaloup|cantaloupe	the fruit of a cantaloup vine; small to medium-sized melon with yellowish flesh	c	3	6
lvis	202	canteen	canteen	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	canteen	canteen.n.01	canteen	a flask for carrying water; used by soldiers or travelers	r	0	0
lvis	203	cap (headwear)	cap (headwear)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cap_(headwear)	cap.n.01	cap_(headwear)	a tight-fitting headwear	f	5	8
lvis	204	bottle cap	bottle cap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bottle_cap	cap.n.02	bottle_cap|cap_(container_lid)	a top (as for a bottle)	f	201	980
lvis	205	cape	cape	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cape	cape.n.02	cape	a sleeveless garment like a cloak but shorter	c	7	11
lvis	206	cappuccino	cappuccino	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cappuccino	cappuccino.n.01	cappuccino|coffee_cappuccino	equal parts of espresso and steamed milk	c	17	21
lvis	207	car (automobile)	car (automobile)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	car_(automobile)	car.n.01	car_(automobile)|auto_(automobile)|automobile	a motor vehicle with four wheels	f	364	2349
lvis	208	railcar (part of a train)	railcar (part of a train)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	railcar_(part_of_a_train)	car.n.02	railcar_(part_of_a_train)|railway_car_(part_of_a_train)|railroad_car_(part_of_a_train)	a wheeled vehicle adapted to the rails of railroad (mark each individual railcar separately)	f	33	190
lvis	209	elevator car	elevator car	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	elevator_car	car.n.04	elevator_car	where passengers ride up and down	r	1	1
lvis	210	car battery	car battery	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	car_battery	car_battery.n.01	car_battery|automobile_battery	a battery in a motor vehicle	r	0	0
lvis	211	identity card	identity card	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	identity_card	card.n.02	identity_card	a card certifying the identity of the bearer	c	5	9
lvis	212	card	card	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	card	card.n.03	card	a rectangular piece of paper used to send messages (e.g. greetings or pictures)	c	11	37
lvis	213	cardigan	cardigan	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cardigan	cardigan.n.01	cardigan	knitted jacket that is fastened up the front with buttons or a zipper	c	1	1
lvis	214	cargo ship	cargo ship	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cargo_ship	cargo_ship.n.01	cargo_ship|cargo_vessel	a ship designed to carry cargo	r	2	2
lvis	215	carnation	carnation	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	carnation	carnation.n.01	carnation	plant with pink to purple-red spice-scented usually double flowers	r	0	0
lvis	216	horse carriage	horse carriage	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	horse_carriage	carriage.n.02	horse_carriage	a vehicle with wheels drawn by one or more horses	c	8	8
lvis	217	carrot	carrot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	carrot	carrot.n.01	carrot	deep orange edible root of the cultivated carrot plant	f	247	3762
lvis	218	tote bag	tote bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tote_bag	carryall.n.01	tote_bag	a capacious bag or basket	f	28	66
lvis	219	cart	cart	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cart	cart.n.01	cart	a heavy open wagon usually having two wheels and drawn by an animal	c	10	29
lvis	220	carton	carton	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	carton	carton.n.02	carton	a container made of cardboard for holding food or drink	c	18	36
lvis	221	cash register	cash register	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cash_register	cash_register.n.01	cash_register|register_(for_cash_transactions)	a cashbox with an adding machine to register transactions	c	6	7
lvis	222	casserole	casserole	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	casserole	casserole.n.01	casserole	food cooked and served in a casserole	r	4	10
lvis	223	cassette	cassette	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cassette	cassette.n.01	cassette	a container that holds a magnetic tape used for recording or playing sound or video	r	1	3
lvis	224	cast	cast	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cast	cast.n.05	cast|plaster_cast|plaster_bandage	bandage consisting of a firm covering that immobilizes broken bones while they heal	c	2	4
lvis	225	cat	cat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cat	cat.n.01	cat	a domestic house cat	f	376	482
lvis	226	cauliflower	cauliflower	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cauliflower	cauliflower.n.02	cauliflower	edible compact head of white undeveloped flowers	f	20	97
lvis	227	cayenne (spice)	cayenne (spice)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cayenne_(spice)	cayenne.n.02	cayenne_(spice)|cayenne_pepper_(spice)|red_pepper_(spice)	ground pods and seeds of pungent red peppers of the genus Capsicum	c	3	22
lvis	228	CD player	cd player	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	CD_player	cd_player.n.01	CD_player	electronic equipment for playing compact discs (CDs)	c	5	9
lvis	229	celery	celery	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	celery	celery.n.01	celery	widely cultivated herb with aromatic leaf stalks that are eaten raw or cooked	f	21	277
lvis	230	cellular telephone	cellular telephone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cellular_telephone	cellular_telephone.n.01	cellular_telephone|cellular_phone|cellphone|mobile_phone|smart_phone	a hand-held mobile telephone	f	385	575
lvis	231	chain mail	chain mail	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chain_mail	chain_mail.n.01	chain_mail|ring_mail|chain_armor|chain_armour|ring_armor|ring_armour	(Middle Ages) flexible armor made of interlinked metal rings	r	0	0
lvis	232	chair	chair	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chair	chair.n.01	chair	a seat for one person, with a support for the back	f	392	2368
lvis	233	chaise longue	chaise longue	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chaise_longue	chaise_longue.n.01	chaise_longue|chaise|daybed	a long chair; for reclining	r	0	0
lvis	234	chalice	chalice	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chalice	chalice.n.01	chalice	a bowl-shaped drinking vessel; especially the Eucharistic cup	r	0	0
lvis	235	chandelier	chandelier	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chandelier	chandelier.n.01	chandelier	branched lighting fixture; often ornate; hangs from the ceiling	f	48	66
lvis	236	chap	chap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chap	chap.n.04	chap	leather leggings without a seat; worn over trousers by cowboys to protect their legs	r	2	2
lvis	237	checkbook	checkbook	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	checkbook	checkbook.n.01	checkbook|chequebook	a book issued to holders of checking accounts	r	0	0
lvis	238	checkerboard	checkerboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	checkerboard	checkerboard.n.01	checkerboard	a board having 64 squares of two alternating colors	r	1	1
lvis	239	cherry	cherry	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cherry	cherry.n.03	cherry	a red fruit with a single hard stone	c	18	206
lvis	240	chessboard	chessboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chessboard	chessboard.n.01	chessboard	a checkerboard used to play chess	r	1	2
lvis	241	chicken (animal)	chicken (animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chicken_(animal)	chicken.n.02	chicken_(animal)	a domestic fowl bred for flesh or eggs	c	6	16
lvis	242	chickpea	chickpea	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chickpea	chickpea.n.01	chickpea|garbanzo	the seed of the chickpea plant; usually dried	c	2	30
lvis	243	chili (vegetable)	chili (vegetable)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chili_(vegetable)	chili.n.02	chili_(vegetable)|chili_pepper_(vegetable)|chilli_(vegetable)|chilly_(vegetable)|chile_(vegetable)	very hot and finely tapering pepper of special pungency	c	3	8
lvis	244	chime	chime	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chime	chime.n.01	chime|gong	an instrument consisting of a set of bells that are struck with a hammer	r	0	0
lvis	245	chinaware	chinaware	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chinaware	chinaware.n.01	chinaware	dishware made of high quality porcelain	r	0	0
lvis	246	crisp (potato chip)	crisp (potato chip)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	crisp_(potato_chip)	chip.n.04	crisp_(potato_chip)|potato_chip	a thin crisp slice of potato fried in deep fat	c	8	101
lvis	247	poker chip	poker chip	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	poker_chip	chip.n.06	poker_chip	a small disk-shaped counter used to represent money when gambling	r	0	0
lvis	248	chocolate bar	chocolate bar	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_bar	chocolate_bar.n.01	chocolate_bar	a bar of chocolate candy	c	3	17
lvis	249	chocolate cake	chocolate cake	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_cake	chocolate_cake.n.01	chocolate_cake	cake containing chocolate	c	5	6
lvis	250	chocolate milk	chocolate milk	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_milk	chocolate_milk.n.01	chocolate_milk	milk flavored with chocolate syrup	r	0	0
lvis	251	chocolate mousse	chocolate mousse	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chocolate_mousse	chocolate_mousse.n.01	chocolate_mousse	dessert mousse made with chocolate	r	1	1
lvis	252	choker	choker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	choker	choker.n.03	choker|collar|neckband	shirt collar, animal collar, or tight-fitting necklace	f	161	241
lvis	253	chopping board	chopping board	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chopping_board	chopping_board.n.01	chopping_board|cutting_board|chopping_block	a wooden board where meats or vegetables can be cut	f	122	150
lvis	254	chopstick	chopstick	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	chopstick	chopstick.n.01	chopstick	one of a pair of slender sticks used as oriental tableware to eat food with	f	32	90
lvis	255	Christmas tree	christmas tree	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	Christmas_tree	christmas_tree.n.05	Christmas_tree	an ornamented evergreen used as a Christmas decoration	f	53	72
lvis	256	slide	slide	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	slide	chute.n.02	slide	sloping channel through which things can descend	c	19	30
lvis	257	cider	cider	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cider	cider.n.01	cider|cyder	a beverage made from juice pressed from apples	r	0	0
lvis	258	cigar box	cigar box	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigar_box	cigar_box.n.01	cigar_box	a box for holding cigars	r	0	0
lvis	259	cigarette	cigarette	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigarette	cigarette.n.01	cigarette	finely ground tobacco wrapped in paper; for smoking	f	38	51
lvis	260	cigarette case	cigarette case	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cigarette_case	cigarette_case.n.01	cigarette_case|cigarette_pack	a small flat case for holding cigarettes	c	4	6
lvis	261	cistern	cistern	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cistern	cistern.n.02	cistern|water_tank	a tank that holds the water used to flush a toilet	f	131	168
lvis	262	clarinet	clarinet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clarinet	clarinet.n.01	clarinet	a single-reed instrument with a straight tube	r	0	0
lvis	263	clasp	clasp	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clasp	clasp.n.01	clasp	a fastener (as a buckle or hook) that is used to hold two things together	c	9	31
lvis	264	cleansing agent	cleansing agent	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cleansing_agent	cleansing_agent.n.01	cleansing_agent|cleanser|cleaner	a preparation used in cleaning something	c	11	41
lvis	265	cleat (for securing rope)	cleat (for securing rope)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cleat_(for_securing_rope)	cleat.n.02	cleat_(for_securing_rope)	a fastener (usually with two projecting horns) around which a rope can be secured	r	0	0
lvis	266	clementine	clementine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clementine	clementine.n.01	clementine	a variety of mandarin orange	r	1	1
lvis	267	clip	clip	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clip	clip.n.03	clip	any of various small fasteners used to hold loose articles together	c	14	25
lvis	268	clipboard	clipboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clipboard	clipboard.n.01	clipboard	a small writing board with a clip at the top for holding papers	c	8	15
lvis	269	clippers (for plants)	clippers (for plants)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clippers_(for_plants)	clipper.n.03	clippers_(for_plants)	shears for cutting grass or shrubbery (often used in the plural)	r	0	0
lvis	270	cloak	cloak	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cloak	cloak.n.02	cloak	a loose outer garment	r	0	0
lvis	271	clock	clock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clock	clock.n.01	clock|timepiece|timekeeper	a timepiece that shows the time of day	f	392	622
lvis	272	clock tower	clock tower	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clock_tower	clock_tower.n.01	clock_tower	a tower with a large clock visible high up on an outside face	f	197	204
lvis	273	clothes hamper	clothes hamper	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clothes_hamper	clothes_hamper.n.01	clothes_hamper|laundry_basket|clothes_basket	a hamper that holds dirty clothes to be washed or wet clothes to be dried	c	7	8
lvis	274	clothespin	clothespin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clothespin	clothespin.n.01	clothespin|clothes_peg	wood or plastic fastener; for holding clothes on a clothesline	c	4	35
lvis	275	clutch bag	clutch bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	clutch_bag	clutch_bag.n.01	clutch_bag	a woman's strapless purse that is carried in the hand	r	0	0
lvis	276	coaster	coaster	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coaster	coaster.n.03	coaster	a covering (plate or mat) that protects the surface of a table	f	43	87
lvis	277	coat	coat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coat	coat.n.01	coat	an outer garment that has sleeves and covers the body from shoulder down	f	133	702
lvis	278	coat hanger	coat hanger	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coat_hanger	coat_hanger.n.01	coat_hanger|clothes_hanger|dress_hanger	a hanger that is shaped like a person's shoulders	c	18	117
lvis	279	coatrack	coatrack	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coatrack	coatrack.n.01	coatrack|hatrack	a rack with hooks for temporarily holding coats and hats	c	2	2
lvis	280	cock	cock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cock	cock.n.04	cock|rooster	adult male chicken	c	8	15
lvis	281	cockroach	cockroach	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cockroach	cockroach.n.01	cockroach	any of numerous chiefly nocturnal insects; some are domestic pests	r	0	0
lvis	282	cocoa (beverage)	cocoa (beverage)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	cocoa_(beverage)	cocoa.n.01	cocoa_(beverage)|hot_chocolate_(beverage)|drinking_chocolate	a beverage made from cocoa powder and milk and sugar; usually drunk hot	r	2	2
lvis	283	coconut	coconut	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coconut	coconut.n.02	coconut|cocoanut	large hard-shelled brown oval nut with a fibrous husk	c	5	208
lvis	284	coffee maker	coffee maker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffee_maker	coffee_maker.n.01	coffee_maker|coffee_machine	a kitchen appliance for brewing coffee automatically	f	46	49
lvis	285	coffee table	coffee table	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffee_table	coffee_table.n.01	coffee_table|cocktail_table	low table where magazines can be placed and coffee or cocktails are served	f	142	185
lvis	286	coffeepot	coffeepot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coffeepot	coffeepot.n.01	coffeepot	tall pot in which coffee is brewed	c	6	9
lvis	287	coil	coil	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coil	coil.n.05	coil	tubing that is wound in a spiral	r	0	0
lvis	288	coin	coin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coin	coin.n.01	coin	a flat metal piece (usually a disc) used as money	c	13	97
lvis	289	colander	colander	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	colander	colander.n.01	colander|cullender	bowl-shaped strainer; used to wash or drain foods	c	2	4
lvis	290	coleslaw	coleslaw	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coleslaw	coleslaw.n.01	coleslaw|slaw	basically shredded cabbage	c	5	10
lvis	291	coloring material	coloring material	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	coloring_material	coloring_material.n.01	coloring_material|colouring_material	any material used for its color	r	1	9
lvis	292	combination lock	combination lock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	combination_lock	combination_lock.n.01	combination_lock	lock that can be opened only by turning dials in a special sequence	r	0	0
lvis	293	pacifier	pacifier	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	pacifier	comforter.n.04	pacifier|teething_ring	device used for an infant to suck or bite on	c	13	15
lvis	294	comic book	comic book	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	comic_book	comic_book.n.01	comic_book	a magazine devoted to comic strips	r	1	8
lvis	295	compass	compass	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	compass	compass.n.01	compass	navigational instrument for finding directions	r	1	1
lvis	296	computer keyboard	computer keyboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	computer_keyboard	computer_keyboard.n.01	computer_keyboard|keyboard_(computer)	a keyboard that is a data input device for computers	f	379	562
