dataset	category_id	mid	label	label_key	source_version	source_url	hierarchy_url	source_class	openimages_parent_mids	openimages_parent_labels	openimages_child_mids	openimages_child_labels	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
openimages	/m/029b3	/m/029b3	Dice	dice	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0138tl	Toy			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	dice	true	1	oewn-03195713-n	noun.artifact	oewn-03195713-n	oewn-03195713-n:noun.artifact:die;dice	die|dice	dice	selected_single_label_or_lookup_matched_wordnet_lemma	dice	dice:9	oewn-03149258-n	oewn-03149258-n:noun.artifact	oewn-03149258-n:cube;square block	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/029bxz	/m/029bxz	Oven	oven	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1|/m/0h99cwc	Home appliance|Kitchen appliance			false	not_mwe	duplicate_existing_label_key	true	COCO	oven	oewn-03868196-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/029tx	/m/029tx	Dinosaur	dinosaur	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/06bt6	Reptile			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	dinosaur	true	1	oewn-01702472-n	noun.animal	oewn-01702472-n	oewn-01702472-n:noun.animal:dinosaur	dinosaur	dinosaur	selected_single_label_or_lookup_matched_wordnet_lemma	dinosaur	dinosaur:0	oewn-01698322-n	oewn-01698322-n:noun.animal	oewn-01698322-n:archosaur;archosaurian;archosaurian reptile	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02bm9n	/m/02bm9n	Ratchet	ratchet	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/07k1x	Tool			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	ratchet	true	1	oewn-04062292-n	noun.artifact	oewn-04062292-n	oewn-04062292-n:noun.artifact:ratchet;rachet;ratch	ratchet|rachet|ratch	ratchet	selected_single_label_or_lookup_matched_wordnet_lemma	ratchet	ratchet:0	oewn-03742461-n	oewn-03742461-n:noun.artifact	oewn-03742461-n:mechanical device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02crq1	/m/02crq1	Couch	couch	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0c_jw	Furniture	/m/03m3pdh|/m/0703r8	Sofa bed|Loveseat	false	not_mwe	duplicate_existing_label_key	true	COCO	couch	oewn-04263630-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/02ctlc	/m/02ctlc	Cricket ball	cricket ball	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/018xm	Ball			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cricket ball	true	1	oewn-03136618-n	noun.artifact	oewn-03136618-n	oewn-03136618-n:noun.artifact:cricket ball	cricket ball	cricket ball	selected_single_label_or_lookup_matched_wordnet_lemma	cricket ball	cricket ball:0	oewn-02781674-n|oewn-03136912-n	oewn-02781674-n:noun.artifact|oewn-03136912-n:noun.artifact	oewn-02781674-n:ball|oewn-03136912-n:cricket equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02cvgx	/m/02cvgx	Winter melon	winter melon	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0f4s2w	Vegetable			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	winter melon	true	2	oewn-07772072-n	noun.food	oewn-12185398-n|oewn-07772072-n	oewn-12185398-n:noun.plant:winter melon;Persian melon;honeydew melon;winter melon vine;Cucumis melo inodorus|oewn-07772072-n:noun.food:winter melon	winter melon	winter melon	selected_single_label_or_lookup_matched_wordnet_lemma	winter melon	winter melon:0	oewn-07771683-n	oewn-07771683-n:noun.food	oewn-07771683-n:muskmelon;sweet melon	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07772072-n	user-approved OpenImages decision: parent Vegetable, choose food winter melon sense	false	true	wn30_all_zero	oewn-12185398-n:winter_melon%1:20:00:::winter_melon.n.01:0|oewn-07772072-n:winter_melon%1:13:00:::winter_melon.n.02:0	manual_select	manual_select
openimages	/m/02d1br	/m/02d1br	Spatula	spatula	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	spatula	true	2	oewn-04277257-n	noun.artifact	oewn-04277257-n|oewn-04277054-n	oewn-04277257-n:noun.artifact:spatula|oewn-04277054-n:noun.artifact:spatula	spatula	spatula	selected_single_label_or_lookup_matched_wordnet_lemma	spatula	spatula:0	oewn-04507355-n	oewn-04507355-n:noun.artifact	oewn-04507355-n:turner;food turner	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04277257-n	user-approved first-order fallback: parent Kitchen utensil, choose first spatula artifact sense	false	true	wn30_all_zero	oewn-04277257-n:spatula%1:06:01:::spatula.n.01:0|oewn-04277054-n:spatula%1:06:00:::spatula.n.02:0	first_object_compatible_fallback	first_object_compatible_fallback
openimages	/m/02d9qx	/m/02d9qx	Whiteboard	whiteboard	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02rdsp	Office supplies			false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/02ddwp	/m/02ddwp	Pencil sharpener	pencil sharpener	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02rdsp	Office supplies			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	pencil sharpener	true	1	oewn-03914833-n	noun.artifact	oewn-03914833-n	oewn-03914833-n:noun.artifact:pencil sharpener	pencil sharpener	pencil sharpener	selected_single_label_or_lookup_matched_wordnet_lemma	pencil sharpener	pencil sharpener:0	oewn-04192114-n	oewn-04192114-n:noun.artifact	oewn-04192114-n:sharpener	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02dgv	/m/02dgv	Door	door	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	door	true	5	oewn-03226423-n	noun.artifact	oewn-03226423-n|oewn-03228735-n|oewn-05188408-n|oewn-03227021-n|oewn-03226879-n	oewn-03226423-n:noun.artifact:door|oewn-03228735-n:noun.artifact:doorway;door;room access;threshold|oewn-05188408-n:noun.attribute:door|oewn-03227021-n:noun.artifact:door|oewn-03226879-n:noun.artifact:door	door	door	selected_single_label_or_lookup_matched_wordnet_lemma	door	door:98	oewn-03801102-n	oewn-03801102-n:noun.artifact	oewn-03801102-n:movable barrier	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03226423-n:door%1:06:00:::door.n.01:98|oewn-03228735-n:door%1:06:01:::doorway.n.01:36|oewn-03227021-n:door%1:06:04:::door.n.04:0|oewn-03226879-n:door%1:06:03:::door.n.05:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/02dl1y	/m/02dl1y	Hat	hat	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0463sg|/m/09j2d	Fashion accessory|Clothing	/m/025rp__|/m/02fq_6|/m/02jfl0|/m/02wbtzl	Cowboy hat|Fedora|Sombrero|Sun hat	false	not_mwe	duplicate_existing_label_key	true	objects365	Hat	oewn-03502782-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/02f9f_	/m/02f9f_	Shower	shower	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02pkr5	Plumbing fixture			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	shower	true	6	oewn-04216003-n	noun.artifact	oewn-04216003-n|oewn-10090370-n|oewn-00258447-n|oewn-11522915-n|oewn-07378268-n|oewn-08272716-n	oewn-04216003-n:noun.artifact:shower|oewn-10090370-n:noun.person:exhibitor;exhibitioner;shower|oewn-00258447-n:noun.act:shower;shower bath|oewn-11522915-n:noun.phenomenon:shower;rain shower|oewn-07378268-n:noun.event:shower;cascade|oewn-08272716-n:noun.group:shower	shower	shower	selected_single_label_or_lookup_matched_wordnet_lemma	shower	shower:5	oewn-03975617-n	oewn-03975617-n:noun.artifact	oewn-03975617-n:plumbing fixture	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04216003-n:shower%1:06:00:::shower.n.01:5|oewn-10090370-n:shower%1:18:00:::exhibitor.n.01:0|oewn-11522915-n:shower%1:19:00:::shower.n.03:1|oewn-08272716-n:shower%1:14:00:::shower.n.06:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/02fh7f	/m/02fh7f	Eraser	eraser	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02rdsp	Office supplies			false	not_mwe	duplicate_existing_label_key	true	objects365	Eraser	oewn-03299762-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/02fq_6	/m/02fq_6	Fedora	fedora	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02dl1y	Hat			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	fedora	true	1	oewn-03330886-n	noun.artifact	oewn-03330886-n	oewn-03330886-n:noun.artifact:fedora;felt hat;homburg;Stetson;trilby	fedora|felt hat|homburg|Stetson|trilby	fedora	selected_single_label_or_lookup_matched_wordnet_lemma	fedora	fedora:1	oewn-03502782-n	oewn-03502782-n:noun.artifact	oewn-03502782-n:hat;chapeau;lid	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02g30s	/m/02g30s	Guacamole	guacamole	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02wbm	Food			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	guacamole	true	1	oewn-07598631-n	noun.food	oewn-07598631-n	oewn-07598631-n:noun.food:guacamole	guacamole	guacamole	selected_single_label_or_lookup_matched_wordnet_lemma	guacamole	guacamole:0	oewn-07598174-n	oewn-07598174-n:noun.food	oewn-07598174-n:dip	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02gzp	/m/02gzp	Dagger	dagger	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/083kb	Weapon			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	dagger	true	2	oewn-03163551-n	noun.artifact	oewn-03163551-n|oewn-06841579-n	oewn-03163551-n:noun.artifact:dagger;sticker|oewn-06841579-n:noun.communication:dagger;obelisk	dagger|sticker	dagger	selected_single_label_or_lookup_matched_wordnet_lemma	dagger	dagger:1	oewn-03629343-n	oewn-03629343-n:noun.artifact	oewn-03629343-n:knife	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03163551-n:dagger%1:06:00:::dagger.n.01:1|oewn-06841579-n:dagger%1:10:00:::dagger.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/02h19r	/m/02h19r	Scarf	scarf	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0463sg|/m/09j2d	Fashion accessory|Clothing			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	scarf	true	2	oewn-04150962-n	noun.artifact	oewn-04150962-n|oewn-04151306-n	oewn-04150962-n:noun.artifact:scarf|oewn-04151306-n:noun.artifact:scarf joint;scarf	scarf	scarf	selected_single_label_or_lookup_matched_wordnet_lemma	scarf	scarf:2	oewn-03423924-n	oewn-03423924-n:noun.artifact	oewn-03423924-n:garment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04150962-n:scarf%1:06:00:::scarf.n.01:2|oewn-04151306-n:scarf%1:06:01:::scarf_joint.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/02hj4	/m/02hj4	Dolphin	dolphin	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0gd2v	Marine mammal			false	not_mwe	duplicate_existing_label_key	true	objects365	Dolphin	oewn-02071627-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/02jfl0	/m/02jfl0	Sombrero	sombrero	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02dl1y	Hat			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	sombrero	true	2	oewn-04266740-n	noun.artifact	oewn-09010703-n|oewn-04266740-n	oewn-09010703-n:noun.location:Sombrero|oewn-04266740-n:noun.artifact:sombrero	sombrero	sombrero	selected_single_label_or_lookup_matched_wordnet_lemma	sombrero	sombrero:0	oewn-03502782-n	oewn-03502782-n:noun.artifact	oewn-03502782-n:hat;chapeau;lid	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04266740-n	user-approved OpenImages decision: parent Hat, choose sombrero artifact sense	false	true	wn30_all_zero	oewn-09010703-n:sombrero%1:15:00:::sombrero.n.01:0|oewn-04266740-n:sombrero%1:06:00:::sombrero.n.02:0	manual_select	manual_select
openimages	/m/02jnhm	/m/02jnhm	Tin can	tin can	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/011q46kg	Container			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	tin can	true	2	oewn-02950393-n	noun.artifact	oewn-04446173-n|oewn-02950393-n	oewn-04446173-n:noun.artifact:tin can|oewn-02950393-n:noun.artifact:can;tin;tin can	can|tin|tin can	tin can	selected_single_label_or_lookup_matched_wordnet_lemma	tin can	tin can:0	oewn-03099154-n	oewn-03099154-n:noun.artifact	oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-02950393-n	user-approved OpenImages decision: parent Container, choose can/container artifact sense	false	true	wn30_all_zero	oewn-04446173-n:tin_can%1:06:01:::tin_can.n.01:0|oewn-02950393-n:tin_can%1:06:00:::can.n.01:0	manual_select	manual_select
openimages	/m/02jvh9	/m/02jvh9	Mug	mug	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	mug	true	4	oewn-03802912-n	noun.artifact	oewn-13790580-n|oewn-09940867-n|oewn-05609112-n|oewn-03802912-n	oewn-13790580-n:noun.quantity:mug;mugful|oewn-09940867-n:noun.person:chump;fool;gull;mark;patsy;sucker;soft touch;mug|oewn-05609112-n:noun.body:countenance;physiognomy;phiz;visage;kisser;smiler;mug|oewn-03802912-n:noun.artifact:mug	mug	mug	selected_single_label_or_lookup_matched_wordnet_lemma	mug	mug:0	oewn-03246199-n	oewn-03246199-n:noun.artifact	oewn-03246199-n:drinking vessel	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03802912-n	user-approved OpenImages decision: parent Tableware, choose mug artifact sense	false	true	wn30_all_zero	oewn-09940867-n:mug%1:18:00:::chump.n.01:0|oewn-05609112-n:mug%1:08:00:::countenance.n.03:0|oewn-03802912-n:mug%1:06:00:::mug.n.04:0	manual_select	manual_select
openimages	/m/02jz0l	/m/02jz0l	Tap	tap	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02pkr5	Plumbing fixture			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tap	true	8	oewn-04566737-n	noun.artifact	oewn-07403587-n|oewn-07424621-n|oewn-04566737-n|oewn-04398363-n|oewn-04398245-n|oewn-04398064-n|oewn-00655643-n|oewn-00126256-n	oewn-07403587-n:noun.event:pat;rap;tap|oewn-07424621-n:noun.event:rap;strike;tap|oewn-04566737-n:noun.artifact:water faucet;water tap;tap;hydrant|oewn-04398363-n:noun.artifact:tap|oewn-04398245-n:noun.artifact:tap|oewn-04398064-n:noun.artifact:tap;spigot|oewn-00655643-n:noun.act:wiretap;tap|oewn-00126256-n:noun.act:tap;pat;dab	water faucet|water tap|tap|hydrant	tap	selected_single_label_or_lookup_matched_wordnet_lemma	tap	tap:0	oewn-03330033-n|oewn-03975617-n	oewn-03330033-n:noun.artifact|oewn-03975617-n:noun.artifact	oewn-03330033-n:faucet;spigot|oewn-03975617-n:plumbing fixture	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04566737-n	user-approved OpenImages decision: parent Plumbing fixture, choose water faucet/water tap/tap/hydrant artifact sense	false	true	wn30_all_zero	oewn-04566737-n:tap%1:06:00:::water_faucet.n.01:0|oewn-04398363-n:tap%1:06:03:::tap.n.04:0|oewn-04398245-n:tap%1:06:02:::tap.n.05:0|oewn-04398064-n:tap%1:06:01:::tap.n.06:0	manual_select	manual_select
openimages	/m/02l8p9	/m/02l8p9	Harbor seal	harbor seal	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0gd2v	Marine mammal			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	harbor seal	true	1	oewn-02082503-n	noun.animal	oewn-02082503-n	oewn-02082503-n:noun.animal:harbor seal;common seal;Phoca vitulina	harbor seal|common seal|Phoca vitulina	harbor seal	selected_single_label_or_lookup_matched_wordnet_lemma	harbor seal	harbor seal:0	oewn-02082041-n	oewn-02082041-n:noun.animal	oewn-02082041-n:earless seal;true seal;hair seal	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02lbcq	/m/02lbcq	Stretcher	stretcher	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/01xgg_	Medical equipment			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	stretcher	true	4	oewn-04343930-n	noun.artifact	oewn-04344295-n|oewn-04344134-n|oewn-04343930-n|oewn-02960863-n	oewn-04344295-n:noun.artifact:stretcher|oewn-04344134-n:noun.artifact:stretcher|oewn-04343930-n:noun.artifact:stretcher|oewn-02960863-n:noun.artifact:capstone;copestone;coping stone;stretcher	stretcher	stretcher	selected_single_label_or_lookup_matched_wordnet_lemma	stretcher	stretcher:0	oewn-03683688-n	oewn-03683688-n:noun.artifact	oewn-03683688-n:litter	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04343930-n	user-approved OpenImages decision: parent Medical equipment, choose patient-transport stretcher artifact sense	false	true	wn30_all_zero	oewn-04344295-n:stretcher%1:06:03:::stretcher.n.01:0|oewn-04344134-n:stretcher%1:06:02:::stretcher.n.02:0|oewn-04343930-n:stretcher%1:06:00:::stretcher.n.03:0|oewn-02960863-n:stretcher%1:06:01:::capstone.n.02:0	manual_select	manual_select
openimages	/m/02mqfb	/m/02mqfb	Can opener	can opener	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c	Kitchen utensil			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	can opener	true	1	oewn-02955021-n	noun.artifact	oewn-02955021-n	oewn-02955021-n:noun.artifact:can opener;tin opener	can opener|tin opener	can opener	selected_single_label_or_lookup_matched_wordnet_lemma	can opener	can opener:0	oewn-03853868-n	oewn-03853868-n:noun.artifact	oewn-03853868-n:opener	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02_n6y	/m/02_n6y	Goggles	goggles	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02w3_ws|/m/0463sg	Personal care|Fashion accessory			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	goggles	true	1	oewn-03448836-n	noun.artifact	oewn-03448836-n	oewn-03448836-n:noun.artifact:goggles	goggles	goggles	selected_single_label_or_lookup_matched_wordnet_lemma	goggles	goggles:0	oewn-04279164-n	oewn-04279164-n:noun.artifact	oewn-04279164-n:spectacles;specs;eyeglasses;glasses	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02p0tk3	/m/02p0tk3	Human body	human body	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	human body	true	1	oewn-05224424-n	noun.body	oewn-05224424-n	oewn-05224424-n:noun.body:human body;physical body;material body;soma;build;figure;physique;anatomy;shape;bod;chassis;frame;form;flesh	human body|physical body|material body|soma|build|figure|physique|anatomy|shape|bod|chassis|frame|form|flesh	human body	selected_single_label_or_lookup_matched_wordnet_lemma	human body	human body:2	oewn-05223633-n	oewn-05223633-n:noun.body	oewn-05223633-n:body;organic structure	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02p3w7d	/m/02p3w7d	Roller skates	roller skates	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj|/m/09j5n	Sports equipment|Footwear			true	selected	selected	false				oewn	2025-plus	oewn:2025+	morphy	roller skate	true	1	oewn-04109712-n	noun.artifact	oewn-04109712-n	oewn-04109712-n:noun.artifact:roller skate	roller skate	roller skate	selected_single_label_or_lookup_matched_wordnet_lemma	roller skate	roller skate:1	oewn-04232791-n	oewn-04232791-n:noun.artifact	oewn-04232791-n:skate	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/02p5f1q	/m/02p5f1q	Coffee cup	coffee cup	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04brg2	Tableware			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	coffee cup	true	1	oewn-03067076-n	noun.artifact	oewn-03067076-n	oewn-03067076-n:noun.artifact:coffee cup	coffee cup	coffee cup	selected_single_label_or_lookup_matched_wordnet_lemma	coffee cup	coffee cup:2	oewn-03152175-n	oewn-03152175-n:noun.artifact	oewn-03152175-n:cup	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
