dataset	source_label	source_label_key	source_category_id	source_category_group	source_version	source_file	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	is_mwe_candidate	mwe_candidate_status	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	all_oewn_synsets	all_oewn_lexfiles	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
visual_genome	coffee	coffee	vg_label_018422	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Coffee	oewn-07945759-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffee cup	coffee cup	vg_label_018442	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Coffee cup	oewn-03067076-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffee machine	coffee machine	vg_label_018463	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Coffee Machine		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffee maker	coffee maker	vg_label_018465	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	coffee maker	oewn-03067341-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	coffee table	coffee table	285	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Coffee Table	oewn-03067971-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Coffee table	coffee table	/m/078n6m	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Coffee Table	oewn-03067971-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffee table	coffee table	vg_label_018490	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Coffee Table	oewn-03067971-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffeemaker	coffeemaker	vg_label_018501	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Coffeemaker		false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coffeepot	coffeepot	vg_label_018503	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	coffeepot	oewn-03067692-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coil	coil	vg_label_018513	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	coil	oewn-03070033-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	coin	coin	288	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Coin	oewn-13409418-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coin	coin	vg_label_018525	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Coin	oewn-13409418-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	colander	colander	vg_label_018556	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	colander	oewn-03070853-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coleslaw	coleslaw	vg_label_018577	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	coleslaw	oewn-07824563-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	comb	comb	vg_label_018886	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Comb	oewn-03078859-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	combination lock	combination lock	vg_label_018893	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	combination lock	oewn-03079374-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	comic book	comic book	vg_label_018916	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	comic book	oewn-06608568-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	compass	compass	vg_label_019011	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	compass	oewn-03084501-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	computer box	computer box	vg_label_019051	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Computer Box		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	computer keyboard	computer keyboard	296	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Computer keyboard	oewn-03089055-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	computer keyboard	computer keyboard	vg_label_019074	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Computer keyboard	oewn-03089055-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	computer monitor	computer monitor	vg_label_019083	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Computer monitor	oewn-03089261-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	computer mouse	computer mouse	vg_label_019086	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Computer mouse	oewn-03799022-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	condiment	condiment	vg_label_019263	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	condiment	oewn-07826883-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cone	cone	vg_label_019316	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cone	oewn-03093804-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	container	container	vg_label_019432	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Container	oewn-03099154-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	control	control	vg_label_019479	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	control	oewn-03101611-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	convenience store	convenience store	vg_label_019543	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Convenience store	oewn-03103925-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	converter	converter	vg_label_019552	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Converter	oewn-03104596-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cooker	cooker	vg_label_019613	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cooker	oewn-03105807-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cookie	cookie	303	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cookie	oewn-07650764-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cookie	cookie	vg_label_019617	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cookie	oewn-07650764-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cookies	cookies	vg_label_019629	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cookies	oewn-07650764-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cooking spray	cooking spray	vg_label_019660	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cooking spray		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cooking utensil	cooking utensil	vg_label_019672	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cooking utensil	oewn-03106637-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	corded phone	corded phone	vg_label_019770	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Corded phone		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	corkboard	corkboard	vg_label_019794	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	corkboard	oewn-14847546-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	corkscrew	corkscrew	vg_label_019797	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	corkscrew	oewn-03113801-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	corn	corn	vg_label_019798	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Corn	oewn-12164193-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cornbread	cornbread	vg_label_019827	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cornbread	oewn-07703534-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cornet	cornet	vg_label_019870	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cornet	oewn-03115320-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cornice	cornice	vg_label_019873	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cornice	oewn-03115947-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cornmeal	cornmeal	vg_label_019877	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cornmeal	oewn-07583660-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	corset	corset	vg_label_019913	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	corset	oewn-03117520-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Cosmetics	cosmetics	/m/014trl	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cosmetics	oewn-03117803-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cosmetics	cosmetics	vg_label_019918	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cosmetics	oewn-03117803-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	costume	costume	vg_label_019925	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	costume	oewn-03118486-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Couch	couch	50	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	couch	oewn-04263630-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Couch	couch	/m/02crq1	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	couch	oewn-04263630-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	couch	couch	vg_label_019958	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	couch	oewn-04263630-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cougar	cougar	vg_label_019981	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cougar	oewn-02127963-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	countertop	countertop	vg_label_020016	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Countertop	oewn-03122896-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cover	cover	vg_label_020109	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cover	oewn-04461181-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	coverall	coverall	vg_label_020120	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	coverall	oewn-03126548-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cow	cow	80	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cow	oewn-02406106-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Cow	cow	96	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cow	oewn-02406106-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cow	cow	vg_label_020164	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cow	oewn-02406106-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cowbell	cowbell	vg_label_020281	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cowbell	oewn-03128568-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cowboy hat	cowboy hat	319	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cowboy hat	oewn-03128821-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cowboy hat	cowboy hat	vg_label_020286	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cowboy hat	oewn-03128821-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Crab	crab	/m/0n28_	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Crab	oewn-01979598-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crab	crab	vg_label_020336	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Crab	oewn-01979598-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crabmeat	crabmeat	vg_label_020348	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crabmeat	oewn-07803691-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cracker	cracker	vg_label_020371	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cracker	oewn-07697671-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crane	crane	vg_label_020417	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Crane	oewn-03131358-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crape	crape	vg_label_020427	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crape	oewn-07656747-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crate	crate	vg_label_020438	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crate	oewn-03132576-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crayon	crayon	vg_label_020451	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crayon	oewn-03132899-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cream	cream	vg_label_020458	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cream	oewn-03133170-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cream pitcher	cream pitcher	vg_label_020474	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cream pitcher	oewn-03133652-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crescent roll	crescent roll	vg_label_020544	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crescent roll	oewn-07707395-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crib	crib	vg_label_020571	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crib	oewn-03136225-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crock pot	crock pot	vg_label_020630	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crock pot	oewn-03138529-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crocodile	crocodile	vg_label_020636	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Crocodile	oewn-01699819-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	croissant	croissant	vg_label_020641	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Croissant	oewn-07707395-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crossbar	crossbar	vg_label_020715	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crossbar	oewn-03140568-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crosswalk sign	crosswalk sign	vg_label_020786	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Crosswalk Sign		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crouton	crouton	vg_label_020802	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crouton	oewn-07697942-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crow	crow	vg_label_020805	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crow	oewn-01581669-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crowbar	crowbar	vg_label_020809	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crowbar	oewn-03142995-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	crown	crown	334	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Crown	oewn-03143320-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crown	crown	vg_label_020829	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Crown	oewn-03143320-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crucifix	crucifix	vg_label_020850	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crucifix	oewn-03144943-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cruise ship	cruise ship	vg_label_020861	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cruise ship	oewn-03145978-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crumb	crumb	vg_label_020871	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	crumb	oewn-07637870-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	crutch	crutch	339	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Crutch	oewn-03146474-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	crutch	crutch	vg_label_020919	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Crutch	oewn-03146474-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cube	cube	vg_label_020956	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cube	oewn-03149258-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cucumber	cucumber	342	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cucumber	oewn-07734217-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Cucumber	cucumber	/m/015x4r	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cucumber	oewn-07734217-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cucumber	cucumber	vg_label_020979	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Cucumber	oewn-07734217-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cufflink	cufflink	vg_label_021003	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cufflink	oewn-03150741-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cup	cup	344	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cup	oewn-03152175-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Cup	cup	10	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cup	oewn-03152175-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cup	cup	vg_label_021025	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	cup	oewn-03152175-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	cupboard	cupboard	346	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cupboard	oewn-03152990-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cupboard	cupboard	vg_label_021065	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Cupboard	oewn-03152990-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	cupcake	cupcake	vg_label_021073	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	cupcake	oewn-07646632-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
